ref_date,geo,fuel_type,vehicle_type,number_of_vehicles,year,month
2018-04-01,MB,Diesel,Passenger cars,7,2018,4
2018-04-01,MB,Diesel,Pickup trucks,352,2018,4
2018-04-01,MB,Diesel,Multi-purpose vehicles,30,2018,4
2018-04-01,MB,Diesel,Vans,35,2018,4
2018-04-01,MB,All zero-emission vehicles,"Total, vehicle type",49,2018,4
2018-04-01,MB,All zero-emission vehicles,Passenger cars,20,2018,4
2018-04-01,MB,All zero-emission vehicles,Pickup trucks,0,2018,4
2018-04-01,MB,All zero-emission vehicles,Multi-purpose vehicles,26,2018,4
2018-04-01,MB,All zero-emission vehicles,Vans,3,2018,4
2018-04-01,MB,Electric,"Total, vehicle type",16,2018,4
2018-04-01,MB,Electric,Passenger cars,13,2018,4
2018-04-01,MB,Electric,Pickup trucks,0,2018,4
2018-04-01,MB,Electric,Multi-purpose vehicles,3,2018,4
2018-04-01,MB,Electric,Vans,0,2018,4
2018-04-01,MB,Hybrid Electric,"Total, vehicle type",33,2018,4
2018-04-01,MB,Hybrid Electric,Passenger cars,7,2018,4
2018-04-01,MB,Hybrid Electric,Pickup trucks,0,2018,4
2018-04-01,MB,Hybrid Electric,Multi-purpose vehicles,23,2018,4
2018-04-01,MB,Hybrid Electric,Vans,3,2018,4
2018-04-01,MB,Hybrid Electric,"Total, vehicle type",108,2018,4
2018-04-01,MB,Hybrid Electric,Passenger cars,52,2018,4
2018-04-01,MB,Hybrid Electric,Pickup trucks,0,2018,4
2018-04-01,MB,Hybrid Electric,Multi-purpose vehicles,56,2018,4
2018-04-01,MB,Hybrid Electric,Vans,0,2018,4
2018-04-01,MB,Other,"Total, vehicle type",1,2018,4
2018-04-01,MB,Other,Passenger cars,0,2018,4
2018-04-01,MB,Other,Pickup trucks,0,2018,4
2018-04-01,MB,Other,Multi-purpose vehicles,0,2018,4
2018-04-01,MB,Other,Vans,1,2018,4
2018-04-01,SAS,All fuel types,"Total, vehicle type",15122,2018,4
2018-04-01,SAS,All fuel types,Passenger cars,2406,2018,4
2018-04-01,SAS,All fuel types,Pickup trucks,5614,2018,4
2018-04-01,SAS,All fuel types,Multi-purpose vehicles,6435,2018,4
2018-04-01,SAS,All fuel types,Vans,667,2018,4
2018-04-01,SAS,Gas,"Total, vehicle type",13984,2018,4
2018-04-01,SAS,Gas,Passenger cars,2343,2018,4
2018-04-01,SAS,Gas,Pickup trucks,4651,2018,4
2018-04-01,SAS,Gas,Multi-purpose vehicles,6352,2018,4
2018-04-01,SAS,Gas,Vans,638,2018,4
2018-04-01,SAS,Diesel,"Total, vehicle type",1046,2018,4
2018-04-01,SAS,Diesel,Passenger cars,7,2018,4
2018-04-01,SAS,Diesel,Pickup trucks,963,2018,4
2018-04-01,SAS,Diesel,Multi-purpose vehicles,48,2018,4
2018-04-01,SAS,Diesel,Vans,28,2018,4
2018-04-01,SAS,All zero-emission vehicles,"Total, vehicle type",24,2018,4
2018-04-01,SAS,All zero-emission vehicles,Passenger cars,18,2018,4
2018-04-01,SAS,All zero-emission vehicles,Pickup trucks,0,2018,4
2018-04-01,SAS,All zero-emission vehicles,Multi-purpose vehicles,5,2018,4
2018-04-01,SAS,All zero-emission vehicles,Vans,1,2018,4
2018-04-01,SAS,Electric,"Total, vehicle type",10,2018,4
2018-04-01,SAS,Electric,Passenger cars,10,2018,4
2018-04-01,SAS,Electric,Pickup trucks,0,2018,4
2018-04-01,SAS,Electric,Multi-purpose vehicles,0,2018,4
2018-04-01,SAS,Electric,Vans,0,2018,4
2018-04-01,SAS,Hybrid Electric,"Total, vehicle type",14,2018,4
2018-04-01,SAS,Hybrid Electric,Passenger cars,8,2018,4
2018-04-01,SAS,Hybrid Electric,Pickup trucks,0,2018,4
2018-04-01,SAS,Hybrid Electric,Multi-purpose vehicles,5,2018,4
2018-04-01,SAS,Hybrid Electric,Vans,1,2018,4
2018-04-01,SAS,Hybrid Electric,"Total, vehicle type",68,2018,4
2018-04-01,SAS,Hybrid Electric,Passenger cars,38,2018,4
2018-04-01,SAS,Hybrid Electric,Pickup trucks,0,2018,4
2018-04-01,SAS,Hybrid Electric,Multi-purpose vehicles,30,2018,4
2018-04-01,SAS,Hybrid Electric,Vans,0,2018,4
2018-04-01,SAS,Other,"Total, vehicle type",0,2018,4
2018-04-01,SAS,Other,Passenger cars,0,2018,4
2018-04-01,SAS,Other,Pickup trucks,0,2018,4
2018-04-01,SAS,Other,Multi-purpose vehicles,0,2018,4
2018-04-01,SAS,Other,Vans,0,2018,4
2018-04-01,BC,All fuel types,"Total, vehicle type",69284,2018,4
2018-04-01,BC,All fuel types,Passenger cars,21367,2018,4
2018-04-01,BC,All fuel types,Pickup trucks,14015,2018,4
2018-04-01,BC,All fuel types,Multi-purpose vehicles,29753,2018,4
2018-04-01,BC,All fuel types,Vans,4149,2018,4
2018-04-01,BC,Gas,"Total, vehicle type",60769,2018,4
2018-04-01,BC,Gas,Passenger cars,18587,2018,4
2018-04-01,BC,Gas,Pickup trucks,10790,2018,4
2018-04-01,BC,Gas,Multi-purpose vehicles,27725,2018,4
2018-04-01,BC,Gas,Vans,3667,2018,4
2018-04-01,BC,Diesel,"Total, vehicle type",4187,2018,4
2018-04-01,BC,Diesel,Passenger cars,94,2018,4
2018-04-01,BC,Diesel,Pickup trucks,3225,2018,4
2018-04-01,BC,Diesel,Multi-purpose vehicles,442,2018,4
2018-04-01,BC,Diesel,Vans,426,2018,4
2018-04-01,BC,All zero-emission vehicles,"Total, vehicle type",2458,2018,4
2018-04-01,BC,All zero-emission vehicles,Passenger cars,1805,2018,4
2018-04-01,BC,All zero-emission vehicles,Pickup trucks,0,2018,4
2018-04-01,BC,All zero-emission vehicles,Multi-purpose vehicles,597,2018,4
2018-04-01,BC,All zero-emission vehicles,Vans,56,2018,4
2018-04-01,BC,Electric,"Total, vehicle type",1491,2018,4
2018-04-01,BC,Electric,Passenger cars,1241,2018,4
2018-04-01,BC,Electric,Pickup trucks,0,2018,4
2018-04-01,BC,Electric,Multi-purpose vehicles,250,2018,4
2018-04-01,BC,Electric,Vans,0,2018,4
2018-04-01,BC,Hybrid Electric,"Total, vehicle type",967,2018,4
2018-04-01,BC,Hybrid Electric,Passenger cars,564,2018,4
2018-04-01,BC,Hybrid Electric,Pickup trucks,0,2018,4
2018-04-01,BC,Hybrid Electric,Multi-purpose vehicles,347,2018,4
2018-04-01,BC,Hybrid Electric,Vans,56,2018,4
2018-04-01,BC,Hybrid Electric,"Total, vehicle type",1870,2018,4
2018-04-01,BC,Hybrid Electric,Passenger cars,881,2018,4
2018-04-01,BC,Hybrid Electric,Pickup trucks,0,2018,4
2018-04-01,BC,Hybrid Electric,Multi-purpose vehicles,989,2018,4
2018-04-01,BC,Hybrid Electric,Vans,0,2018,4
2018-04-01,BC,Other,"Total, vehicle type",0,2018,4
2018-04-01,BC,Other,Passenger cars,0,2018,4
2018-04-01,BC,Other,Pickup trucks,0,2018,4
2018-04-01,BC,Other,Multi-purpose vehicles,0,2018,4
2018-04-01,BC,Other,Vans,0,2018,4
2018-07-01,CAN,All fuel types,"Total, vehicle type",539754,2018,7
2018-07-01,CAN,All fuel types,Passenger cars,156117,2018,7
2018-07-01,CAN,All fuel types,Pickup trucks,107757,2018,7
2018-07-01,CAN,All fuel types,Multi-purpose vehicles,245323,2018,7
2018-07-01,CAN,All fuel types,Vans,30557,2018,7
2018-07-01,CAN,Gas,"Total, vehicle type",500791,2018,7
2018-07-01,CAN,Gas,Passenger cars,143017,2018,7
2018-07-01,CAN,Gas,Pickup trucks,92383,2018,7
2018-07-01,CAN,Gas,Multi-purpose vehicles,236976,2018,7
2018-07-01,CAN,Gas,Vans,28415,2018,7
2018-07-01,CAN,Diesel,"Total, vehicle type",19327,2018,7
2018-07-01,CAN,Diesel,Passenger cars,487,2018,7
2018-07-01,CAN,Diesel,Pickup trucks,15374,2018,7
2018-07-01,CAN,Diesel,Multi-purpose vehicles,1743,2018,7
2018-07-01,CAN,Diesel,Vans,1723,2018,7
2018-07-01,CAN,All zero-emission vehicles,"Total, vehicle type",12622,2018,7
2018-07-01,CAN,All zero-emission vehicles,Passenger cars,9261,2018,7
2018-07-01,CAN,All zero-emission vehicles,Pickup trucks,0,2018,7
2018-07-01,CAN,All zero-emission vehicles,Multi-purpose vehicles,3012,2018,7
2018-07-01,CAN,All zero-emission vehicles,Vans,349,2018,7
2018-07-01,CAN,Electric,"Total, vehicle type",6506,2018,7
2018-07-01,CAN,Electric,Passenger cars,5701,2018,7
2018-07-01,CAN,Electric,Pickup trucks,0,2018,7
2018-07-01,CAN,Electric,Multi-purpose vehicles,805,2018,7
2018-07-01,CAN,Electric,Vans,0,2018,7
2018-07-01,CAN,Hybrid Electric,"Total, vehicle type",6116,2018,7
2018-07-01,CAN,Hybrid Electric,Passenger cars,3560,2018,7
2018-07-01,CAN,Hybrid Electric,Pickup trucks,0,2018,7
2018-07-01,CAN,Hybrid Electric,Multi-purpose vehicles,2207,2018,7
2018-07-01,CAN,Hybrid Electric,Vans,349,2018,7
2018-07-01,CAN,Hybrid Electric,"Total, vehicle type",6944,2018,7
2018-07-01,CAN,Hybrid Electric,Passenger cars,3352,2018,7
2018-07-01,CAN,Hybrid Electric,Pickup trucks,0,2018,7
2018-07-01,CAN,Hybrid Electric,Multi-purpose vehicles,3592,2018,7
2018-07-01,CAN,Hybrid Electric,Vans,0,2018,7
2018-07-01,CAN,Other,"Total, vehicle type",70,2018,7
2018-07-01,CAN,Other,Passenger cars,0,2018,7
2018-07-01,CAN,Other,Pickup trucks,0,2018,7
2018-07-01,CAN,Other,Multi-purpose vehicles,0,2018,7
2018-07-01,CAN,Other,Vans,70,2018,7
2018-07-01,PEI,All fuel types,"Total, vehicle type",2458,2018,7
2018-07-01,PEI,All fuel types,Passenger cars,791,2018,7
2018-07-01,PEI,All fuel types,Pickup trucks,502,2018,7
2018-07-01,PEI,All fuel types,Multi-purpose vehicles,1068,2018,7
2018-07-01,PEI,All fuel types,Vans,97,2018,7
2018-07-01,PEI,Gas,"Total, vehicle type",2404,2018,7
2018-07-01,PEI,Gas,Passenger cars,778,2018,7
2018-07-01,PEI,Gas,Pickup trucks,471,2018,7
2018-07-01,PEI,Gas,Multi-purpose vehicles,1061,2018,7
2018-07-01,PEI,Gas,Vans,94,2018,7
2018-07-01,PEI,Diesel,"Total, vehicle type",34,2018,7
2018-07-01,PEI,Diesel,Passenger cars,0,2018,7
2018-07-01,PEI,Diesel,Pickup trucks,31,2018,7
2018-07-01,PEI,Diesel,Multi-purpose vehicles,0,2018,7
2018-07-01,PEI,Diesel,Vans,3,2018,7
2018-07-01,PEI,All zero-emission vehicles,"Total, vehicle type",5,2018,7
2018-07-01,PEI,All zero-emission vehicles,Passenger cars,5,2018,7
2018-07-01,PEI,All zero-emission vehicles,Pickup trucks,0,2018,7
2018-07-01,PEI,All zero-emission vehicles,Multi-purpose vehicles,0,2018,7
2018-07-01,PEI,All zero-emission vehicles,Vans,0,2018,7
2018-07-01,PEI,Electric,"Total, vehicle type",4,2018,7
2018-07-01,PEI,Electric,Passenger cars,4,2018,7
2018-07-01,PEI,Electric,Pickup trucks,0,2018,7
2018-07-01,PEI,Electric,Multi-purpose vehicles,0,2018,7
2018-07-01,PEI,Electric,Vans,0,2018,7
2018-07-01,PEI,Hybrid Electric,"Total, vehicle type",1,2018,7
2018-07-01,PEI,Hybrid Electric,Passenger cars,1,2018,7
2018-07-01,PEI,Hybrid Electric,Pickup trucks,0,2018,7
2018-07-01,PEI,Hybrid Electric,Multi-purpose vehicles,0,2018,7
2018-07-01,PEI,Hybrid Electric,Vans,0,2018,7
2018-07-01,PEI,Hybrid Electric,"Total, vehicle type",15,2018,7
2018-07-01,PEI,Hybrid Electric,Passenger cars,8,2018,7
2018-07-01,PEI,Hybrid Electric,Pickup trucks,0,2018,7
2018-07-01,PEI,Hybrid Electric,Multi-purpose vehicles,7,2018,7
2018-07-01,PEI,Hybrid Electric,Vans,0,2018,7
2018-07-01,PEI,Other,"Total, vehicle type",0,2018,7
2018-07-01,PEI,Other,Passenger cars,0,2018,7
2018-07-01,PEI,Other,Pickup trucks,0,2018,7
2018-07-01,PEI,Other,Multi-purpose vehicles,0,2018,7
2018-07-01,PEI,Other,Vans,0,2018,7
2018-07-01,NB,All fuel types,"Total, vehicle type",11657,2018,7
2018-07-01,NB,All fuel types,Passenger cars,3232,2018,7
2018-07-01,NB,All fuel types,Pickup trucks,2810,2018,7
2018-07-01,NB,All fuel types,Multi-purpose vehicles,5161,2018,7
2018-07-01,NB,All fuel types,Vans,454,2018,7
2018-07-01,NB,Gas,"Total, vehicle type",11293,2018,7
2018-07-01,NB,Gas,Passenger cars,3187,2018,7
2018-07-01,NB,Gas,Pickup trucks,2577,2018,7
2018-07-01,NB,Gas,Multi-purpose vehicles,5111,2018,7
2018-07-01,NB,Gas,Vans,418,2018,7
2018-07-01,NB,Diesel,"Total, vehicle type",272,2018,7
2018-07-01,NB,Diesel,Passenger cars,5,2018,7
2018-07-01,NB,Diesel,Pickup trucks,233,2018,7
2018-07-01,NB,Diesel,Multi-purpose vehicles,9,2018,7
2018-07-01,NB,Diesel,Vans,25,2018,7
2018-07-01,NB,All zero-emission vehicles,"Total, vehicle type",9,2018,7
2018-07-01,NB,All zero-emission vehicles,Passenger cars,8,2018,7
2018-07-01,NB,All zero-emission vehicles,Pickup trucks,0,2018,7
2018-07-01,NB,All zero-emission vehicles,Multi-purpose vehicles,1,2018,7
2018-07-01,NB,All zero-emission vehicles,Vans,0,2018,7
2018-07-01,NB,Electric,"Total, vehicle type",4,2018,7
2018-07-01,NB,Electric,Passenger cars,4,2018,7
2018-07-01,NB,Electric,Pickup trucks,0,2018,7
2018-07-01,NB,Electric,Multi-purpose vehicles,0,2018,7
2018-07-01,NB,Electric,Vans,0,2018,7
2018-07-01,NB,Hybrid Electric,"Total, vehicle type",5,2018,7
2018-07-01,NB,Hybrid Electric,Passenger cars,4,2018,7
2018-07-01,NB,Hybrid Electric,Pickup trucks,0,2018,7
2018-07-01,NB,Hybrid Electric,Multi-purpose vehicles,1,2018,7
2018-07-01,NB,Hybrid Electric,Vans,0,2018,7
2018-07-01,NB,Hybrid Electric,"Total, vehicle type",72,2018,7
2018-07-01,NB,Hybrid Electric,Passenger cars,32,2018,7
2018-07-01,NB,Hybrid Electric,Pickup trucks,0,2018,7
2018-07-01,NB,Hybrid Electric,Multi-purpose vehicles,40,2018,7
2018-07-01,NB,Hybrid Electric,Vans,0,2018,7
2018-07-01,NB,Other,"Total, vehicle type",11,2018,7
2018-07-01,NB,Other,Passenger cars,0,2018,7
2018-07-01,NB,Other,Pickup trucks,0,2018,7
2018-07-01,NB,Other,Multi-purpose vehicles,0,2018,7
2018-07-01,NB,Other,Vans,11,2018,7
2018-07-01,QUE,All fuel types,"Total, vehicle type",123966,2018,7
2018-07-01,QUE,All fuel types,Passenger cars,46080,2018,7
2018-07-01,QUE,All fuel types,Pickup trucks,17990,2018,7
2018-07-01,QUE,All fuel types,Multi-purpose vehicles,53972,2018,7
2018-07-01,QUE,All fuel types,Vans,5924,2018,7
2018-07-01,QUE,Gas,"Total, vehicle type",114553,2018,7
2018-07-01,QUE,Gas,Passenger cars,41865,2018,7
2018-07-01,QUE,Gas,Pickup trucks,15539,2018,7
2018-07-01,QUE,Gas,Multi-purpose vehicles,51740,2018,7
2018-07-01,QUE,Gas,Vans,5409,2018,7
2018-07-01,QUE,Diesel,"Total, vehicle type",3206,2018,7
2018-07-01,QUE,Diesel,Passenger cars,83,2018,7
2018-07-01,QUE,Diesel,Pickup trucks,2451,2018,7
2018-07-01,QUE,Diesel,Multi-purpose vehicles,242,2018,7
2018-07-01,QUE,Diesel,Vans,430,2018,7
2018-07-01,QUE,All zero-emission vehicles,"Total, vehicle type",4432,2018,7
2018-07-01,QUE,All zero-emission vehicles,Passenger cars,3288,2018,7
2018-07-01,QUE,All zero-emission vehicles,Pickup trucks,0,2018,7
2018-07-01,QUE,All zero-emission vehicles,Multi-purpose vehicles,1067,2018,7
2018-07-01,QUE,All zero-emission vehicles,Vans,77,2018,7
2018-07-01,QUE,Electric,"Total, vehicle type",2141,2018,7
2018-07-01,QUE,Electric,Passenger cars,1921,2018,7
2018-07-01,QUE,Electric,Pickup trucks,0,2018,7
2018-07-01,QUE,Electric,Multi-purpose vehicles,220,2018,7
2018-07-01,QUE,Electric,Vans,0,2018,7
2018-07-01,QUE,Hybrid Electric,"Total, vehicle type",2291,2018,7
2018-07-01,QUE,Hybrid Electric,Passenger cars,1367,2018,7
2018-07-01,QUE,Hybrid Electric,Pickup trucks,0,2018,7
2018-07-01,QUE,Hybrid Electric,Multi-purpose vehicles,847,2018,7
2018-07-01,QUE,Hybrid Electric,Vans,77,2018,7
2018-07-01,QUE,Hybrid Electric,"Total, vehicle type",1767,2018,7
2018-07-01,QUE,Hybrid Electric,Passenger cars,844,2018,7
2018-07-01,QUE,Hybrid Electric,Pickup trucks,0,2018,7
2018-07-01,QUE,Hybrid Electric,Multi-purpose vehicles,923,2018,7
2018-07-01,QUE,Hybrid Electric,Vans,0,2018,7
2018-07-01,QUE,Other,"Total, vehicle type",8,2018,7
2018-07-01,QUE,Other,Passenger cars,0,2018,7
2018-07-01,QUE,Other,Pickup trucks,0,2018,7
2018-07-01,QUE,Other,Multi-purpose vehicles,0,2018,7
2018-07-01,QUE,Other,Vans,8,2018,7
2018-07-01,ON,All fuel types,"Total, vehicle type",218772,2018,7
2018-07-01,ON,All fuel types,Passenger cars,65753,2018,7
2018-07-01,ON,All fuel types,Pickup trucks,36873,2018,7
2018-07-01,ON,All fuel types,Multi-purpose vehicles,101715,2018,7
2018-07-01,ON,All fuel types,Vans,14431,2018,7
2018-07-01,ON,Gas,"Total, vehicle type",205149,2018,7
2018-07-01,ON,Gas,Passenger cars,60286,2018,7
2018-07-01,ON,Gas,Pickup trucks,32820,2018,7
2018-07-01,ON,Gas,Multi-purpose vehicles,98518,2018,7
2018-07-01,ON,Gas,Vans,13525,2018,7
2018-07-01,ON,Diesel,"Total, vehicle type",5763,2018,7
2018-07-01,ON,Diesel,Passenger cars,234,2018,7
2018-07-01,ON,Diesel,Pickup trucks,4053,2018,7
2018-07-01,ON,Diesel,Multi-purpose vehicles,787,2018,7
2018-07-01,ON,Diesel,Vans,689,2018,7
2018-07-01,ON,All zero-emission vehicles,"Total, vehicle type",5258,2018,7
2018-07-01,ON,All zero-emission vehicles,Passenger cars,3891,2018,7
2018-07-01,ON,All zero-emission vehicles,Pickup trucks,0,2018,7
2018-07-01,ON,All zero-emission vehicles,Multi-purpose vehicles,1154,2018,7
2018-07-01,ON,All zero-emission vehicles,Vans,213,2018,7
2018-07-01,ON,Electric,"Total, vehicle type",2476,2018,7
2018-07-01,ON,Electric,Passenger cars,2212,2018,7
2018-07-01,ON,Electric,Pickup trucks,0,2018,7
2018-07-01,ON,Electric,Multi-purpose vehicles,264,2018,7
2018-07-01,ON,Electric,Vans,0,2018,7
2018-07-01,ON,Hybrid Electric,"Total, vehicle type",2782,2018,7
2018-07-01,ON,Hybrid Electric,Passenger cars,1679,2018,7
2018-07-01,ON,Hybrid Electric,Pickup trucks,0,2018,7
2018-07-01,ON,Hybrid Electric,Multi-purpose vehicles,890,2018,7
2018-07-01,ON,Hybrid Electric,Vans,213,2018,7
2018-07-01,ON,Hybrid Electric,"Total, vehicle type",2598,2018,7
2018-07-01,ON,Hybrid Electric,Passenger cars,1342,2018,7
2018-07-01,ON,Hybrid Electric,Pickup trucks,0,2018,7
2018-07-01,ON,Hybrid Electric,Multi-purpose vehicles,1256,2018,7
2018-07-01,ON,Hybrid Electric,Vans,0,2018,7
2018-07-01,ON,Other,"Total, vehicle type",4,2018,7
2018-07-01,ON,Other,Passenger cars,0,2018,7
2018-07-01,ON,Other,Pickup trucks,0,2018,7
2018-07-01,ON,Other,Multi-purpose vehicles,0,2018,7
2018-07-01,ON,Other,Vans,4,2018,7
2018-07-01,MB,All fuel types,"Total, vehicle type",15224,2018,7
2018-07-01,MB,All fuel types,Passenger cars,3398,2018,7
2018-07-01,MB,All fuel types,Pickup trucks,3804,2018,7
2018-07-01,MB,All fuel types,Multi-purpose vehicles,7257,2018,7
2018-07-01,MB,All fuel types,Vans,765,2018,7
2018-07-01,MB,Gas,"Total, vehicle type",14662,2018,7
2018-07-01,MB,Gas,Passenger cars,3301,2018,7
2018-07-01,MB,Gas,Pickup trucks,3466,2018,7
2018-07-01,MB,Gas,Multi-purpose vehicles,7157,2018,7
2018-07-01,MB,Gas,Vans,738,2018,7
2018-07-01,MB,Diesel,"Total, vehicle type",409,2018,7
2018-07-01,MB,Diesel,Passenger cars,8,2018,7
2018-07-01,MB,Diesel,Pickup trucks,338,2018,7
2018-07-01,MB,Diesel,Multi-purpose vehicles,37,2018,7
2018-07-01,MB,Diesel,Vans,26,2018,7
2018-07-01,MB,All zero-emission vehicles,"Total, vehicle type",40,2018,7
2018-07-01,MB,All zero-emission vehicles,Passenger cars,24,2018,7
2018-07-01,MB,All zero-emission vehicles,Pickup trucks,0,2018,7
2018-07-01,MB,All zero-emission vehicles,Multi-purpose vehicles,16,2018,7
2018-07-01,MB,All zero-emission vehicles,Vans,0,2018,7
2018-07-01,MB,Electric,"Total, vehicle type",19,2018,7
2018-07-01,MB,Electric,Passenger cars,16,2018,7
2018-07-01,MB,Electric,Pickup trucks,0,2018,7
2018-07-01,MB,Electric,Multi-purpose vehicles,3,2018,7
2018-07-01,MB,Electric,Vans,0,2018,7
2018-07-01,MB,Hybrid Electric,"Total, vehicle type",21,2018,7
2018-07-01,MB,Hybrid Electric,Passenger cars,8,2018,7
2018-07-01,MB,Hybrid Electric,Pickup trucks,0,2018,7
2018-07-01,MB,Hybrid Electric,Multi-purpose vehicles,13,2018,7
2018-07-01,MB,Hybrid Electric,Vans,0,2018,7
2018-07-01,MB,Hybrid Electric,"Total, vehicle type",112,2018,7
2018-07-01,MB,Hybrid Electric,Passenger cars,65,2018,7
2018-07-01,MB,Hybrid Electric,Pickup trucks,0,2018,7
2018-07-01,MB,Hybrid Electric,Multi-purpose vehicles,47,2018,7
2018-07-01,MB,Hybrid Electric,Vans,0,2018,7
2018-07-01,MB,Other,"Total, vehicle type",1,2018,7
2018-07-01,MB,Other,Passenger cars,0,2018,7
2018-07-01,MB,Other,Pickup trucks,0,2018,7
2018-07-01,MB,Other,Multi-purpose vehicles,0,2018,7
2018-07-01,MB,Other,Vans,1,2018,7
2018-07-01,SAS,All fuel types,"Total, vehicle type",14227,2018,7
2018-07-01,SAS,All fuel types,Passenger cars,1976,2018,7
2018-07-01,SAS,All fuel types,Pickup trucks,5126,2018,7
2018-07-01,SAS,All fuel types,Multi-purpose vehicles,6489,2018,7
2018-07-01,SAS,All fuel types,Vans,636,2018,7
2018-07-01,SAS,Gas,"Total, vehicle type",13173,2018,7
2018-07-01,SAS,Gas,Passenger cars,1926,2018,7
2018-07-01,SAS,Gas,Pickup trucks,4247,2018,7
2018-07-01,SAS,Gas,Multi-purpose vehicles,6384,2018,7
2018-07-01,SAS,Gas,Vans,616,2018,7
2018-07-01,SAS,Diesel,"Total, vehicle type",969,2018,7
2018-07-01,SAS,Diesel,Passenger cars,12,2018,7
2018-07-01,SAS,Diesel,Pickup trucks,879,2018,7
2018-07-01,SAS,Diesel,Multi-purpose vehicles,60,2018,7
2018-07-01,SAS,Diesel,Vans,18,2018,7
2018-07-01,SAS,All zero-emission vehicles,"Total, vehicle type",23,2018,7
2018-07-01,SAS,All zero-emission vehicles,Passenger cars,13,2018,7
2018-07-01,SAS,All zero-emission vehicles,Pickup trucks,0,2018,7
2018-07-01,SAS,All zero-emission vehicles,Multi-purpose vehicles,8,2018,7
2018-07-01,SAS,All zero-emission vehicles,Vans,2,2018,7
2018-07-01,SAS,Electric,"Total, vehicle type",15,2018,7
2018-07-01,SAS,Electric,Passenger cars,10,2018,7
2018-07-01,SAS,Electric,Pickup trucks,0,2018,7
2018-07-01,SAS,Electric,Multi-purpose vehicles,5,2018,7
2018-07-01,SAS,Electric,Vans,0,2018,7
2018-07-01,SAS,Hybrid Electric,"Total, vehicle type",8,2018,7
2018-07-01,SAS,Hybrid Electric,Passenger cars,3,2018,7
2018-07-01,SAS,Hybrid Electric,Pickup trucks,0,2018,7
2018-07-01,SAS,Hybrid Electric,Multi-purpose vehicles,3,2018,7
2018-07-01,SAS,Hybrid Electric,Vans,2,2018,7
2018-07-01,SAS,Hybrid Electric,"Total, vehicle type",62,2018,7
2018-07-01,SAS,Hybrid Electric,Passenger cars,25,2018,7
2018-07-01,SAS,Hybrid Electric,Pickup trucks,0,2018,7
2018-07-01,SAS,Hybrid Electric,Multi-purpose vehicles,37,2018,7
2018-07-01,SAS,Hybrid Electric,Vans,0,2018,7
2018-07-01,SAS,Other,"Total, vehicle type",0,2018,7
2018-07-01,SAS,Other,Passenger cars,0,2018,7
2018-07-01,SAS,Other,Pickup trucks,0,2018,7
2018-07-01,SAS,Other,Multi-purpose vehicles,0,2018,7
2018-07-01,SAS,Other,Vans,0,2018,7
2018-07-01,BC,All fuel types,"Total, vehicle type",60789,2018,7
2018-07-01,BC,All fuel types,Passenger cars,16642,2018,7
2018-07-01,BC,All fuel types,Pickup trucks,12929,2018,7
2018-07-01,BC,All fuel types,Multi-purpose vehicles,27469,2018,7
2018-07-01,BC,All fuel types,Vans,3749,2018,7
2018-07-01,BC,Gas,"Total, vehicle type",53331,2018,7
2018-07-01,BC,Gas,Passenger cars,14102,2018,7
2018-07-01,BC,Gas,Pickup trucks,10315,2018,7
2018-07-01,BC,Gas,Multi-purpose vehicles,25553,2018,7
2018-07-01,BC,Gas,Vans,3361,2018,7
2018-07-01,BC,Diesel,"Total, vehicle type",3395,2018,7
2018-07-01,BC,Diesel,Passenger cars,97,2018,7
2018-07-01,BC,Diesel,Pickup trucks,2614,2018,7
2018-07-01,BC,Diesel,Multi-purpose vehicles,353,2018,7
2018-07-01,BC,Diesel,Vans,331,2018,7
2018-07-01,BC,All zero-emission vehicles,"Total, vehicle type",2453,2018,7
2018-07-01,BC,All zero-emission vehicles,Passenger cars,1768,2018,7
2018-07-01,BC,All zero-emission vehicles,Pickup trucks,0,2018,7
2018-07-01,BC,All zero-emission vehicles,Multi-purpose vehicles,634,2018,7
2018-07-01,BC,All zero-emission vehicles,Vans,51,2018,7
2018-07-01,BC,Electric,"Total, vehicle type",1588,2018,7
2018-07-01,BC,Electric,Passenger cars,1318,2018,7
2018-07-01,BC,Electric,Pickup trucks,0,2018,7
2018-07-01,BC,Electric,Multi-purpose vehicles,270,2018,7
2018-07-01,BC,Electric,Vans,0,2018,7
2018-07-01,BC,Hybrid Electric,"Total, vehicle type",865,2018,7
2018-07-01,BC,Hybrid Electric,Passenger cars,450,2018,7
2018-07-01,BC,Hybrid Electric,Pickup trucks,0,2018,7
2018-07-01,BC,Hybrid Electric,Multi-purpose vehicles,364,2018,7
2018-07-01,BC,Hybrid Electric,Vans,51,2018,7
2018-07-01,BC,Hybrid Electric,"Total, vehicle type",1604,2018,7
2018-07-01,BC,Hybrid Electric,Passenger cars,675,2018,7
2018-07-01,BC,Hybrid Electric,Pickup trucks,0,2018,7
2018-07-01,BC,Hybrid Electric,Multi-purpose vehicles,929,2018,7
2018-07-01,BC,Hybrid Electric,Vans,0,2018,7
2018-07-01,BC,Other,"Total, vehicle type",6,2018,7
2018-07-01,BC,Other,Passenger cars,0,2018,7
2018-07-01,BC,Other,Pickup trucks,0,2018,7
2018-07-01,BC,Other,Multi-purpose vehicles,0,2018,7
2018-07-01,BC,Other,Vans,6,2018,7
2018-10-01,CAN,All fuel types,"Total, vehicle type",422110,2018,10
2018-10-01,CAN,All fuel types,Passenger cars,116400,2018,10
