ref_date,geo,fuel_type,vehicle_type,number_of_vehicles,year,month
2020-10-01,ON,Diesel,Multi-purpose vehicles,174,2020,10
2020-10-01,ON,Diesel,Vans,524,2020,10
2020-10-01,ON,All zero-emission vehicles,"Total, vehicle type",3477,2020,10
2020-10-01,ON,All zero-emission vehicles,Passenger cars,1576,2020,10
2020-10-01,ON,All zero-emission vehicles,Pickup trucks,0,2020,10
2020-10-01,ON,All zero-emission vehicles,Multi-purpose vehicles,1861,2020,10
2020-10-01,ON,All zero-emission vehicles,Vans,40,2020,10
2020-10-01,ON,Electric,"Total, vehicle type",2833,2020,10
2020-10-01,ON,Electric,Passenger cars,1357,2020,10
2020-10-01,ON,Electric,Pickup trucks,0,2020,10
2020-10-01,ON,Electric,Multi-purpose vehicles,1476,2020,10
2020-10-01,ON,Electric,Vans,0,2020,10
2020-10-01,ON,Hybrid Electric,"Total, vehicle type",644,2020,10
2020-10-01,ON,Hybrid Electric,Passenger cars,219,2020,10
2020-10-01,ON,Hybrid Electric,Pickup trucks,0,2020,10
2020-10-01,ON,Hybrid Electric,Multi-purpose vehicles,385,2020,10
2020-10-01,ON,Hybrid Electric,Vans,40,2020,10
2020-10-01,ON,Hybrid Electric,"Total, vehicle type",5167,2020,10
2020-10-01,ON,Hybrid Electric,Passenger cars,1196,2020,10
2020-10-01,ON,Hybrid Electric,Pickup trucks,10,2020,10
2020-10-01,ON,Hybrid Electric,Multi-purpose vehicles,3961,2020,10
2020-10-01,ON,Hybrid Electric,Vans,0,2020,10
2020-10-01,ON,Other,"Total, vehicle type",1,2020,10
2020-10-01,ON,Other,Passenger cars,1,2020,10
2020-10-01,ON,Other,Pickup trucks,0,2020,10
2020-10-01,ON,Other,Multi-purpose vehicles,0,2020,10
2020-10-01,ON,Other,Vans,0,2020,10
2020-10-01,MB,All fuel types,"Total, vehicle type",11526,2020,10
2020-10-01,MB,All fuel types,Passenger cars,1508,2020,10
2020-10-01,MB,All fuel types,Pickup trucks,3392,2020,10
2020-10-01,MB,All fuel types,Multi-purpose vehicles,6089,2020,10
2020-10-01,MB,All fuel types,Vans,537,2020,10
2020-10-01,MB,Gas,"Total, vehicle type",10692,2020,10
2020-10-01,MB,Gas,Passenger cars,1415,2020,10
2020-10-01,MB,Gas,Pickup trucks,2967,2020,10
2020-10-01,MB,Gas,Multi-purpose vehicles,5789,2020,10
2020-10-01,MB,Gas,Vans,521,2020,10
2020-10-01,MB,Diesel,"Total, vehicle type",439,2020,10
2020-10-01,MB,Diesel,Passenger cars,0,2020,10
2020-10-01,MB,Diesel,Pickup trucks,425,2020,10
2020-10-01,MB,Diesel,Multi-purpose vehicles,0,2020,10
2020-10-01,MB,Diesel,Vans,14,2020,10
2020-10-01,MB,All zero-emission vehicles,"Total, vehicle type",81,2020,10
2020-10-01,MB,All zero-emission vehicles,Passenger cars,40,2020,10
2020-10-01,MB,All zero-emission vehicles,Pickup trucks,0,2020,10
2020-10-01,MB,All zero-emission vehicles,Multi-purpose vehicles,39,2020,10
2020-10-01,MB,All zero-emission vehicles,Vans,2,2020,10
2020-10-01,MB,Electric,"Total, vehicle type",52,2020,10
2020-10-01,MB,Electric,Passenger cars,29,2020,10
2020-10-01,MB,Electric,Pickup trucks,0,2020,10
2020-10-01,MB,Electric,Multi-purpose vehicles,23,2020,10
2020-10-01,MB,Electric,Vans,0,2020,10
2020-10-01,MB,Hybrid Electric,"Total, vehicle type",29,2020,10
2020-10-01,MB,Hybrid Electric,Passenger cars,11,2020,10
2020-10-01,MB,Hybrid Electric,Pickup trucks,0,2020,10
2020-10-01,MB,Hybrid Electric,Multi-purpose vehicles,16,2020,10
2020-10-01,MB,Hybrid Electric,Vans,2,2020,10
2020-10-01,MB,Hybrid Electric,"Total, vehicle type",314,2020,10
2020-10-01,MB,Hybrid Electric,Passenger cars,53,2020,10
2020-10-01,MB,Hybrid Electric,Pickup trucks,0,2020,10
2020-10-01,MB,Hybrid Electric,Multi-purpose vehicles,261,2020,10
2020-10-01,MB,Hybrid Electric,Vans,0,2020,10
2020-10-01,MB,Other,"Total, vehicle type",0,2020,10
2020-10-01,MB,Other,Passenger cars,0,2020,10
2020-10-01,MB,Other,Pickup trucks,0,2020,10
2020-10-01,MB,Other,Multi-purpose vehicles,0,2020,10
2020-10-01,MB,Other,Vans,0,2020,10
2020-10-01,SAS,All fuel types,"Total, vehicle type",10742,2020,10
2020-10-01,SAS,All fuel types,Passenger cars,848,2020,10
2020-10-01,SAS,All fuel types,Pickup trucks,4251,2020,10
2020-10-01,SAS,All fuel types,Multi-purpose vehicles,5199,2020,10
2020-10-01,SAS,All fuel types,Vans,444,2020,10
2020-10-01,SAS,Gas,"Total, vehicle type",9458,2020,10
2020-10-01,SAS,Gas,Passenger cars,804,2020,10
2020-10-01,SAS,Gas,Pickup trucks,3197,2020,10
2020-10-01,SAS,Gas,Multi-purpose vehicles,5024,2020,10
2020-10-01,SAS,Gas,Vans,433,2020,10
2020-10-01,SAS,Diesel,"Total, vehicle type",1069,2020,10
2020-10-01,SAS,Diesel,Passenger cars,0,2020,10
2020-10-01,SAS,Diesel,Pickup trucks,1054,2020,10
2020-10-01,SAS,Diesel,Multi-purpose vehicles,4,2020,10
2020-10-01,SAS,Diesel,Vans,11,2020,10
2020-10-01,SAS,All zero-emission vehicles,"Total, vehicle type",41,2020,10
2020-10-01,SAS,All zero-emission vehicles,Passenger cars,18,2020,10
2020-10-01,SAS,All zero-emission vehicles,Pickup trucks,0,2020,10
2020-10-01,SAS,All zero-emission vehicles,Multi-purpose vehicles,23,2020,10
2020-10-01,SAS,All zero-emission vehicles,Vans,0,2020,10
2020-10-01,SAS,Electric,"Total, vehicle type",23,2020,10
2020-10-01,SAS,Electric,Passenger cars,11,2020,10
2020-10-01,SAS,Electric,Pickup trucks,0,2020,10
2020-10-01,SAS,Electric,Multi-purpose vehicles,12,2020,10
2020-10-01,SAS,Electric,Vans,0,2020,10
2020-10-01,SAS,Hybrid Electric,"Total, vehicle type",18,2020,10
2020-10-01,SAS,Hybrid Electric,Passenger cars,7,2020,10
2020-10-01,SAS,Hybrid Electric,Pickup trucks,0,2020,10
2020-10-01,SAS,Hybrid Electric,Multi-purpose vehicles,11,2020,10
2020-10-01,SAS,Hybrid Electric,Vans,0,2020,10
2020-10-01,SAS,Hybrid Electric,"Total, vehicle type",174,2020,10
2020-10-01,SAS,Hybrid Electric,Passenger cars,26,2020,10
2020-10-01,SAS,Hybrid Electric,Pickup trucks,0,2020,10
2020-10-01,SAS,Hybrid Electric,Multi-purpose vehicles,148,2020,10
2020-10-01,SAS,Hybrid Electric,Vans,0,2020,10
2020-10-01,SAS,Other,"Total, vehicle type",0,2020,10
2020-10-01,SAS,Other,Passenger cars,0,2020,10
2020-10-01,SAS,Other,Pickup trucks,0,2020,10
2020-10-01,SAS,Other,Multi-purpose vehicles,0,2020,10
2020-10-01,SAS,Other,Vans,0,2020,10
2020-10-01,BC,All fuel types,"Total, vehicle type",49508,2020,10
2020-10-01,BC,All fuel types,Passenger cars,9811,2020,10
2020-10-01,BC,All fuel types,Pickup trucks,11232,2020,10
2020-10-01,BC,All fuel types,Multi-purpose vehicles,25676,2020,10
2020-10-01,BC,All fuel types,Vans,2789,2020,10
2020-10-01,BC,Gas,"Total, vehicle type",38795,2020,10
2020-10-01,BC,Gas,Passenger cars,6667,2020,10
2020-10-01,BC,Gas,Pickup trucks,8115,2020,10
2020-10-01,BC,Gas,Multi-purpose vehicles,21495,2020,10
2020-10-01,BC,Gas,Vans,2518,2020,10
2020-10-01,BC,Diesel,"Total, vehicle type",3489,2020,10
2020-10-01,BC,Diesel,Passenger cars,0,2020,10
2020-10-01,BC,Diesel,Pickup trucks,3117,2020,10
2020-10-01,BC,Diesel,Multi-purpose vehicles,122,2020,10
2020-10-01,BC,Diesel,Vans,250,2020,10
2020-10-01,BC,All zero-emission vehicles,"Total, vehicle type",4396,2020,10
2020-10-01,BC,All zero-emission vehicles,Passenger cars,2559,2020,10
2020-10-01,BC,All zero-emission vehicles,Pickup trucks,0,2020,10
2020-10-01,BC,All zero-emission vehicles,Multi-purpose vehicles,1816,2020,10
2020-10-01,BC,All zero-emission vehicles,Vans,21,2020,10
2020-10-01,BC,Electric,"Total, vehicle type",3539,2020,10
2020-10-01,BC,Electric,Passenger cars,2233,2020,10
2020-10-01,BC,Electric,Pickup trucks,0,2020,10
2020-10-01,BC,Electric,Multi-purpose vehicles,1306,2020,10
2020-10-01,BC,Electric,Vans,0,2020,10
2020-10-01,BC,Hybrid Electric,"Total, vehicle type",857,2020,10
2020-10-01,BC,Hybrid Electric,Passenger cars,326,2020,10
2020-10-01,BC,Hybrid Electric,Pickup trucks,0,2020,10
2020-10-01,BC,Hybrid Electric,Multi-purpose vehicles,510,2020,10
2020-10-01,BC,Hybrid Electric,Vans,21,2020,10
2020-10-01,BC,Hybrid Electric,"Total, vehicle type",2814,2020,10
2020-10-01,BC,Hybrid Electric,Passenger cars,573,2020,10
2020-10-01,BC,Hybrid Electric,Pickup trucks,0,2020,10
2020-10-01,BC,Hybrid Electric,Multi-purpose vehicles,2241,2020,10
2020-10-01,BC,Hybrid Electric,Vans,0,2020,10
2020-10-01,BC,Other,"Total, vehicle type",14,2020,10
2020-10-01,BC,Other,Passenger cars,12,2020,10
2020-10-01,BC,Other,Pickup trucks,0,2020,10
2020-10-01,BC,Other,Multi-purpose vehicles,2,2020,10
2020-10-01,BC,Other,Vans,0,2020,10
2021-01-01,CAN,All fuel types,"Total, vehicle type",375826,2021,1
2021-01-01,CAN,All fuel types,Passenger cars,63440,2021,1
2021-01-01,CAN,All fuel types,Pickup trucks,90471,2021,1
2021-01-01,CAN,All fuel types,Multi-purpose vehicles,203757,2021,1
2021-01-01,CAN,All fuel types,Vans,18158,2021,1
2021-01-01,CAN,Gas,"Total, vehicle type",326146,2021,1
2021-01-01,CAN,Gas,Passenger cars,53122,2021,1
2021-01-01,CAN,Gas,Pickup trucks,73215,2021,1
2021-01-01,CAN,Gas,Multi-purpose vehicles,185053,2021,1
2021-01-01,CAN,Gas,Vans,14756,2021,1
2021-01-01,CAN,Diesel,"Total, vehicle type",18112,2021,1
2021-01-01,CAN,Diesel,Passenger cars,0,2021,1
2021-01-01,CAN,Diesel,Pickup trucks,16156,2021,1
2021-01-01,CAN,Diesel,Multi-purpose vehicles,523,2021,1
2021-01-01,CAN,Diesel,Vans,1433,2021,1
2021-01-01,CAN,All zero-emission vehicles,"Total, vehicle type",17285,2021,1
2021-01-01,CAN,All zero-emission vehicles,Passenger cars,7191,2021,1
2021-01-01,CAN,All zero-emission vehicles,Pickup trucks,0,2021,1
2021-01-01,CAN,All zero-emission vehicles,Multi-purpose vehicles,9806,2021,1
2021-01-01,CAN,All zero-emission vehicles,Vans,288,2021,1
2021-01-01,CAN,Electric,"Total, vehicle type",12693,2021,1
2021-01-01,CAN,Electric,Passenger cars,5840,2021,1
2021-01-01,CAN,Electric,Pickup trucks,0,2021,1
2021-01-01,CAN,Electric,Multi-purpose vehicles,6853,2021,1
2021-01-01,CAN,Electric,Vans,0,2021,1
2021-01-01,CAN,Hybrid Electric,"Total, vehicle type",4592,2021,1
2021-01-01,CAN,Hybrid Electric,Passenger cars,1351,2021,1
2021-01-01,CAN,Hybrid Electric,Pickup trucks,0,2021,1
2021-01-01,CAN,Hybrid Electric,Multi-purpose vehicles,2953,2021,1
2021-01-01,CAN,Hybrid Electric,Vans,288,2021,1
2021-01-01,CAN,Hybrid Electric,"Total, vehicle type",14278,2021,1
2021-01-01,CAN,Hybrid Electric,Passenger cars,3126,2021,1
2021-01-01,CAN,Hybrid Electric,Pickup trucks,1100,2021,1
2021-01-01,CAN,Hybrid Electric,Multi-purpose vehicles,8375,2021,1
2021-01-01,CAN,Hybrid Electric,Vans,1677,2021,1
2021-01-01,CAN,Other,"Total, vehicle type",5,2021,1
2021-01-01,CAN,Other,Passenger cars,1,2021,1
2021-01-01,CAN,Other,Pickup trucks,0,2021,1
2021-01-01,CAN,Other,Multi-purpose vehicles,0,2021,1
2021-01-01,CAN,Other,Vans,4,2021,1
2021-01-01,PEI,All fuel types,"Total, vehicle type",1759,2021,1
2021-01-01,PEI,All fuel types,Passenger cars,284,2021,1
2021-01-01,PEI,All fuel types,Pickup trucks,453,2021,1
2021-01-01,PEI,All fuel types,Multi-purpose vehicles,953,2021,1
2021-01-01,PEI,All fuel types,Vans,69,2021,1
2021-01-01,PEI,Gas,"Total, vehicle type",1609,2021,1
2021-01-01,PEI,Gas,Passenger cars,266,2021,1
2021-01-01,PEI,Gas,Pickup trucks,380,2021,1
2021-01-01,PEI,Gas,Multi-purpose vehicles,900,2021,1
2021-01-01,PEI,Gas,Vans,63,2021,1
2021-01-01,PEI,Diesel,"Total, vehicle type",69,2021,1
2021-01-01,PEI,Diesel,Passenger cars,0,2021,1
2021-01-01,PEI,Diesel,Pickup trucks,68,2021,1
2021-01-01,PEI,Diesel,Multi-purpose vehicles,1,2021,1
2021-01-01,PEI,Diesel,Vans,0,2021,1
2021-01-01,PEI,All zero-emission vehicles,"Total, vehicle type",21,2021,1
2021-01-01,PEI,All zero-emission vehicles,Passenger cars,8,2021,1
2021-01-01,PEI,All zero-emission vehicles,Pickup trucks,0,2021,1
2021-01-01,PEI,All zero-emission vehicles,Multi-purpose vehicles,12,2021,1
2021-01-01,PEI,All zero-emission vehicles,Vans,1,2021,1
2021-01-01,PEI,Electric,"Total, vehicle type",12,2021,1
2021-01-01,PEI,Electric,Passenger cars,6,2021,1
2021-01-01,PEI,Electric,Pickup trucks,0,2021,1
2021-01-01,PEI,Electric,Multi-purpose vehicles,6,2021,1
2021-01-01,PEI,Electric,Vans,0,2021,1
2021-01-01,PEI,Hybrid Electric,"Total, vehicle type",9,2021,1
2021-01-01,PEI,Hybrid Electric,Passenger cars,2,2021,1
2021-01-01,PEI,Hybrid Electric,Pickup trucks,0,2021,1
2021-01-01,PEI,Hybrid Electric,Multi-purpose vehicles,6,2021,1
2021-01-01,PEI,Hybrid Electric,Vans,1,2021,1
2021-01-01,PEI,Hybrid Electric,"Total, vehicle type",60,2021,1
2021-01-01,PEI,Hybrid Electric,Passenger cars,10,2021,1
2021-01-01,PEI,Hybrid Electric,Pickup trucks,5,2021,1
2021-01-01,PEI,Hybrid Electric,Multi-purpose vehicles,40,2021,1
2021-01-01,PEI,Hybrid Electric,Vans,5,2021,1
2021-01-01,PEI,Other,"Total, vehicle type",0,2021,1
2021-01-01,PEI,Other,Passenger cars,0,2021,1
2021-01-01,PEI,Other,Pickup trucks,0,2021,1
2021-01-01,PEI,Other,Multi-purpose vehicles,0,2021,1
2021-01-01,PEI,Other,Vans,0,2021,1
2021-01-01,NB,All fuel types,"Total, vehicle type",8105,2021,1
2021-01-01,NB,All fuel types,Passenger cars,1303,2021,1
2021-01-01,NB,All fuel types,Pickup trucks,2034,2021,1
2021-01-01,NB,All fuel types,Multi-purpose vehicles,4546,2021,1
2021-01-01,NB,All fuel types,Vans,222,2021,1
2021-01-01,NB,Gas,"Total, vehicle type",7521,2021,1
2021-01-01,NB,Gas,Passenger cars,1223,2021,1
2021-01-01,NB,Gas,Pickup trucks,1730,2021,1
2021-01-01,NB,Gas,Multi-purpose vehicles,4372,2021,1
2021-01-01,NB,Gas,Vans,196,2021,1
2021-01-01,NB,Diesel,"Total, vehicle type",281,2021,1
2021-01-01,NB,Diesel,Passenger cars,0,2021,1
2021-01-01,NB,Diesel,Pickup trucks,274,2021,1
2021-01-01,NB,Diesel,Multi-purpose vehicles,4,2021,1
2021-01-01,NB,Diesel,Vans,3,2021,1
2021-01-01,NB,All zero-emission vehicles,"Total, vehicle type",67,2021,1
2021-01-01,NB,All zero-emission vehicles,Passenger cars,26,2021,1
2021-01-01,NB,All zero-emission vehicles,Pickup trucks,0,2021,1
2021-01-01,NB,All zero-emission vehicles,Multi-purpose vehicles,40,2021,1
2021-01-01,NB,All zero-emission vehicles,Vans,1,2021,1
2021-01-01,NB,Electric,"Total, vehicle type",37,2021,1
2021-01-01,NB,Electric,Passenger cars,19,2021,1
2021-01-01,NB,Electric,Pickup trucks,0,2021,1
2021-01-01,NB,Electric,Multi-purpose vehicles,18,2021,1
2021-01-01,NB,Electric,Vans,0,2021,1
2021-01-01,NB,Hybrid Electric,"Total, vehicle type",30,2021,1
2021-01-01,NB,Hybrid Electric,Passenger cars,7,2021,1
2021-01-01,NB,Hybrid Electric,Pickup trucks,0,2021,1
2021-01-01,NB,Hybrid Electric,Multi-purpose vehicles,22,2021,1
2021-01-01,NB,Hybrid Electric,Vans,1,2021,1
2021-01-01,NB,Hybrid Electric,"Total, vehicle type",236,2021,1
2021-01-01,NB,Hybrid Electric,Passenger cars,54,2021,1
2021-01-01,NB,Hybrid Electric,Pickup trucks,30,2021,1
2021-01-01,NB,Hybrid Electric,Multi-purpose vehicles,130,2021,1
2021-01-01,NB,Hybrid Electric,Vans,22,2021,1
2021-01-01,NB,Other,"Total, vehicle type",0,2021,1
2021-01-01,NB,Other,Passenger cars,0,2021,1
2021-01-01,NB,Other,Pickup trucks,0,2021,1
2021-01-01,NB,Other,Multi-purpose vehicles,0,2021,1
2021-01-01,NB,Other,Vans,0,2021,1
2021-01-01,QUE,All fuel types,"Total, vehicle type",85486,2021,1
2021-01-01,QUE,All fuel types,Passenger cars,17100,2021,1
2021-01-01,QUE,All fuel types,Pickup trucks,16696,2021,1
2021-01-01,QUE,All fuel types,Multi-purpose vehicles,47922,2021,1
2021-01-01,QUE,All fuel types,Vans,3768,2021,1
2021-01-01,QUE,Gas,"Total, vehicle type",72272,2021,1
2021-01-01,QUE,Gas,Passenger cars,13350,2021,1
2021-01-01,QUE,Gas,Pickup trucks,13373,2021,1
2021-01-01,QUE,Gas,Multi-purpose vehicles,42719,2021,1
2021-01-01,QUE,Gas,Vans,2830,2021,1
2021-01-01,QUE,Diesel,"Total, vehicle type",3651,2021,1
2021-01-01,QUE,Diesel,Passenger cars,0,2021,1
2021-01-01,QUE,Diesel,Pickup trucks,3116,2021,1
2021-01-01,QUE,Diesel,Multi-purpose vehicles,61,2021,1
2021-01-01,QUE,Diesel,Vans,474,2021,1
2021-01-01,QUE,All zero-emission vehicles,"Total, vehicle type",6901,2021,1
2021-01-01,QUE,All zero-emission vehicles,Passenger cars,3172,2021,1
2021-01-01,QUE,All zero-emission vehicles,Pickup trucks,0,2021,1
2021-01-01,QUE,All zero-emission vehicles,Multi-purpose vehicles,3606,2021,1
2021-01-01,QUE,All zero-emission vehicles,Vans,123,2021,1
2021-01-01,QUE,Electric,"Total, vehicle type",4708,2021,1
2021-01-01,QUE,Electric,Passenger cars,2414,2021,1
2021-01-01,QUE,Electric,Pickup trucks,0,2021,1
2021-01-01,QUE,Electric,Multi-purpose vehicles,2294,2021,1
2021-01-01,QUE,Electric,Vans,0,2021,1
2021-01-01,QUE,Hybrid Electric,"Total, vehicle type",2193,2021,1
2021-01-01,QUE,Hybrid Electric,Passenger cars,758,2021,1
2021-01-01,QUE,Hybrid Electric,Pickup trucks,0,2021,1
2021-01-01,QUE,Hybrid Electric,Multi-purpose vehicles,1312,2021,1
2021-01-01,QUE,Hybrid Electric,Vans,123,2021,1
2021-01-01,QUE,Hybrid Electric,"Total, vehicle type",2661,2021,1
2021-01-01,QUE,Hybrid Electric,Passenger cars,577,2021,1
2021-01-01,QUE,Hybrid Electric,Pickup trucks,207,2021,1
2021-01-01,QUE,Hybrid Electric,Multi-purpose vehicles,1536,2021,1
2021-01-01,QUE,Hybrid Electric,Vans,341,2021,1
2021-01-01,QUE,Other,"Total, vehicle type",1,2021,1
2021-01-01,QUE,Other,Passenger cars,1,2021,1
2021-01-01,QUE,Other,Pickup trucks,0,2021,1
2021-01-01,QUE,Other,Multi-purpose vehicles,0,2021,1
2021-01-01,QUE,Other,Vans,0,2021,1
2021-01-01,ON,All fuel types,"Total, vehicle type",141788,2021,1
2021-01-01,ON,All fuel types,Passenger cars,24678,2021,1
2021-01-01,ON,All fuel types,Pickup trucks,31358,2021,1
2021-01-01,ON,All fuel types,Multi-purpose vehicles,77953,2021,1
2021-01-01,ON,All fuel types,Vans,7799,2021,1
2021-01-01,ON,Gas,"Total, vehicle type",127636,2021,1
2021-01-01,ON,Gas,Passenger cars,22230,2021,1
2021-01-01,ON,Gas,Pickup trucks,26718,2021,1
2021-01-01,ON,Gas,Multi-purpose vehicles,72356,2021,1
2021-01-01,ON,Gas,Vans,6332,2021,1
2021-01-01,ON,Diesel,"Total, vehicle type",4973,2021,1
2021-01-01,ON,Diesel,Passenger cars,0,2021,1
2021-01-01,ON,Diesel,Pickup trucks,4172,2021,1
2021-01-01,ON,Diesel,Multi-purpose vehicles,215,2021,1
2021-01-01,ON,Diesel,Vans,586,2021,1
2021-01-01,ON,All zero-emission vehicles,"Total, vehicle type",3329,2021,1
2021-01-01,ON,All zero-emission vehicles,Passenger cars,1171,2021,1
2021-01-01,ON,All zero-emission vehicles,Pickup trucks,0,2021,1
2021-01-01,ON,All zero-emission vehicles,Multi-purpose vehicles,2091,2021,1
2021-01-01,ON,All zero-emission vehicles,Vans,67,2021,1
2021-01-01,ON,Electric,"Total, vehicle type",2568,2021,1
2021-01-01,ON,Electric,Passenger cars,989,2021,1
2021-01-01,ON,Electric,Pickup trucks,0,2021,1
2021-01-01,ON,Electric,Multi-purpose vehicles,1579,2021,1
2021-01-01,ON,Electric,Vans,0,2021,1
2021-01-01,ON,Hybrid Electric,"Total, vehicle type",761,2021,1
2021-01-01,ON,Hybrid Electric,Passenger cars,182,2021,1
2021-01-01,ON,Hybrid Electric,Pickup trucks,0,2021,1
2021-01-01,ON,Hybrid Electric,Multi-purpose vehicles,512,2021,1
2021-01-01,ON,Hybrid Electric,Vans,67,2021,1
2021-01-01,ON,Hybrid Electric,"Total, vehicle type",5850,2021,1
2021-01-01,ON,Hybrid Electric,Passenger cars,1277,2021,1
2021-01-01,ON,Hybrid Electric,Pickup trucks,468,2021,1
2021-01-01,ON,Hybrid Electric,Multi-purpose vehicles,3291,2021,1
2021-01-01,ON,Hybrid Electric,Vans,814,2021,1
2021-01-01,ON,Other,"Total, vehicle type",0,2021,1
2021-01-01,ON,Other,Passenger cars,0,2021,1
2021-01-01,ON,Other,Pickup trucks,0,2021,1
2021-01-01,ON,Other,Multi-purpose vehicles,0,2021,1
2021-01-01,ON,Other,Vans,0,2021,1
2021-01-01,MB,All fuel types,"Total, vehicle type",11697,2021,1
2021-01-01,MB,All fuel types,Passenger cars,1638,2021,1
2021-01-01,MB,All fuel types,Pickup trucks,3276,2021,1
2021-01-01,MB,All fuel types,Multi-purpose vehicles,6102,2021,1
2021-01-01,MB,All fuel types,Vans,681,2021,1
2021-01-01,MB,Gas,"Total, vehicle type",10867,2021,1
2021-01-01,MB,Gas,Passenger cars,1537,2021,1
2021-01-01,MB,Gas,Pickup trucks,2865,2021,1
2021-01-01,MB,Gas,Multi-purpose vehicles,5833,2021,1
2021-01-01,MB,Gas,Vans,632,2021,1
2021-01-01,MB,Diesel,"Total, vehicle type",399,2021,1
2021-01-01,MB,Diesel,Passenger cars,0,2021,1
2021-01-01,MB,Diesel,Pickup trucks,387,2021,1
2021-01-01,MB,Diesel,Multi-purpose vehicles,4,2021,1
2021-01-01,MB,Diesel,Vans,8,2021,1
2021-01-01,MB,All zero-emission vehicles,"Total, vehicle type",99,2021,1
2021-01-01,MB,All zero-emission vehicles,Passenger cars,39,2021,1
2021-01-01,MB,All zero-emission vehicles,Pickup trucks,0,2021,1
2021-01-01,MB,All zero-emission vehicles,Multi-purpose vehicles,59,2021,1
2021-01-01,MB,All zero-emission vehicles,Vans,1,2021,1
2021-01-01,MB,Electric,"Total, vehicle type",53,2021,1
2021-01-01,MB,Electric,Passenger cars,29,2021,1
2021-01-01,MB,Electric,Pickup trucks,0,2021,1
2021-01-01,MB,Electric,Multi-purpose vehicles,24,2021,1
2021-01-01,MB,Electric,Vans,0,2021,1
2021-01-01,MB,Hybrid Electric,"Total, vehicle type",46,2021,1
2021-01-01,MB,Hybrid Electric,Passenger cars,10,2021,1
2021-01-01,MB,Hybrid Electric,Pickup trucks,0,2021,1
2021-01-01,MB,Hybrid Electric,Multi-purpose vehicles,35,2021,1
2021-01-01,MB,Hybrid Electric,Vans,1,2021,1
2021-01-01,MB,Hybrid Electric,"Total, vehicle type",332,2021,1
2021-01-01,MB,Hybrid Electric,Passenger cars,62,2021,1
2021-01-01,MB,Hybrid Electric,Pickup trucks,24,2021,1
2021-01-01,MB,Hybrid Electric,Multi-purpose vehicles,206,2021,1
2021-01-01,MB,Hybrid Electric,Vans,40,2021,1
2021-01-01,MB,Other,"Total, vehicle type",0,2021,1
2021-01-01,MB,Other,Passenger cars,0,2021,1
2021-01-01,MB,Other,Pickup trucks,0,2021,1
2021-01-01,MB,Other,Multi-purpose vehicles,0,2021,1
2021-01-01,MB,Other,Vans,0,2021,1
2021-01-01,SAS,All fuel types,"Total, vehicle type",11506,2021,1
2021-01-01,SAS,All fuel types,Passenger cars,1127,2021,1
2021-01-01,SAS,All fuel types,Pickup trucks,4274,2021,1
2021-01-01,SAS,All fuel types,Multi-purpose vehicles,5647,2021,1
2021-01-01,SAS,All fuel types,Vans,458,2021,1
2021-01-01,SAS,Gas,"Total, vehicle type",10159,2021,1
2021-01-01,SAS,Gas,Passenger cars,1049,2021,1
2021-01-01,SAS,Gas,Pickup trucks,3282,2021,1
2021-01-01,SAS,Gas,Multi-purpose vehicles,5397,2021,1
2021-01-01,SAS,Gas,Vans,431,2021,1
2021-01-01,SAS,Diesel,"Total, vehicle type",982,2021,1
2021-01-01,SAS,Diesel,Passenger cars,0,2021,1
2021-01-01,SAS,Diesel,Pickup trucks,961,2021,1
2021-01-01,SAS,Diesel,Multi-purpose vehicles,17,2021,1
2021-01-01,SAS,Diesel,Vans,4,2021,1
2021-01-01,SAS,All zero-emission vehicles,"Total, vehicle type",104,2021,1
2021-01-01,SAS,All zero-emission vehicles,Passenger cars,39,2021,1
2021-01-01,SAS,All zero-emission vehicles,Pickup trucks,0,2021,1
2021-01-01,SAS,All zero-emission vehicles,Multi-purpose vehicles,62,2021,1
2021-01-01,SAS,All zero-emission vehicles,Vans,3,2021,1
2021-01-01,SAS,Electric,"Total, vehicle type",70,2021,1
2021-01-01,SAS,Electric,Passenger cars,31,2021,1
2021-01-01,SAS,Electric,Pickup trucks,0,2021,1
2021-01-01,SAS,Electric,Multi-purpose vehicles,39,2021,1
2021-01-01,SAS,Electric,Vans,0,2021,1
2021-01-01,SAS,Hybrid Electric,"Total, vehicle type",34,2021,1
2021-01-01,SAS,Hybrid Electric,Passenger cars,8,2021,1
2021-01-01,SAS,Hybrid Electric,Pickup trucks,0,2021,1
2021-01-01,SAS,Hybrid Electric,Multi-purpose vehicles,23,2021,1
2021-01-01,SAS,Hybrid Electric,Vans,3,2021,1
2021-01-01,SAS,Hybrid Electric,"Total, vehicle type",261,2021,1
2021-01-01,SAS,Hybrid Electric,Passenger cars,39,2021,1
2021-01-01,SAS,Hybrid Electric,Pickup trucks,31,2021,1
2021-01-01,SAS,Hybrid Electric,Multi-purpose vehicles,171,2021,1
2021-01-01,SAS,Hybrid Electric,Vans,20,2021,1
2021-01-01,SAS,Other,"Total, vehicle type",0,2021,1
2021-01-01,SAS,Other,Passenger cars,0,2021,1
2021-01-01,SAS,Other,Pickup trucks,0,2021,1
2021-01-01,SAS,Other,Multi-purpose vehicles,0,2021,1
2021-01-01,SAS,Other,Vans,0,2021,1
2021-01-01,BC,All fuel types,"Total, vehicle type",50973,2021,1
2021-01-01,BC,All fuel types,Passenger cars,9989,2021,1
2021-01-01,BC,All fuel types,Pickup trucks,11135,2021,1
