ref_date,geo,age,gender,statistics,religion_name,total_followers,year,month
2021-01-01,"Halifax (CMA), N.S.",20 to 24 years,Men+,2021 Counts,total_religion_1,17110,2021,1
2021-01-01,"Halifax (CMA), N.S.",20 to 24 years,Men+,2021 Counts,buddhist_2,65,2021,1
2021-01-01,"Halifax (CMA), N.S.",20 to 24 years,Men+,2021 Counts,christian_3,6100,2021,1
2021-01-01,"Halifax (CMA), N.S.",20 to 24 years,Men+,2021 Counts,christian_n_o_s_4,960,2021,1
2021-01-01,"Halifax (CMA), N.S.",20 to 24 years,Men+,2021 Counts,anabaptist_5,15,2021,1
2021-01-01,"Halifax (CMA), N.S.",20 to 24 years,Men+,2021 Counts,anglican_6,785,2021,1
2021-01-01,"Halifax (CMA), N.S.",20 to 24 years,Men+,2021 Counts,baptist_7,385,2021,1
2021-01-01,"Halifax (CMA), N.S.",20 to 24 years,Men+,2021 Counts,catholic_8,2875,2021,1
2021-01-01,"Halifax (CMA), N.S.",20 to 24 years,Men+,2021 Counts,christian_orthodox_9,100,2021,1
2021-01-01,"Halifax (CMA), N.S.",20 to 24 years,Men+,2021 Counts,jehovahs_witness_10,30,2021,1
2021-01-01,"Halifax (CMA), N.S.",20 to 24 years,Men+,2021 Counts,latter_day_saints_11,20,2021,1
2021-01-01,"Halifax (CMA), N.S.",20 to 24 years,Men+,2021 Counts,lutheran_12,40,2021,1
2021-01-01,"Halifax (CMA), N.S.",20 to 24 years,Men+,2021 Counts,methodist_and_wesleyan_holiness_13,55,2021,1
2021-01-01,"Halifax (CMA), N.S.",20 to 24 years,Men+,2021 Counts,pentecostal_and_other_charismatic_14,75,2021,1
2021-01-01,"Halifax (CMA), N.S.",20 to 24 years,Men+,2021 Counts,presbyterian_15,60,2021,1
2021-01-01,"Halifax (CMA), N.S.",20 to 24 years,Men+,2021 Counts,reformed_16,0,2021,1
2021-01-01,"Halifax (CMA), N.S.",20 to 24 years,Men+,2021 Counts,united_church_17,500,2021,1
2021-01-01,"Halifax (CMA), N.S.",20 to 24 years,Men+,2021 Counts,other_christian_and_christian_related_traditions_18,190,2021,1
2021-01-01,"Halifax (CMA), N.S.",20 to 24 years,Men+,2021 Counts,hindu_19,980,2021,1
2021-01-01,"Halifax (CMA), N.S.",20 to 24 years,Men+,2021 Counts,jewish_20,35,2021,1
2021-01-01,"Halifax (CMA), N.S.",20 to 24 years,Men+,2021 Counts,muslim_21,845,2021,1
2021-01-01,"Halifax (CMA), N.S.",20 to 24 years,Men+,2021 Counts,sikh_22,930,2021,1
2021-01-01,"Halifax (CMA), N.S.",20 to 24 years,Men+,2021 Counts,traditional_north_american_indigenous_spirituality_23,10,2021,1
2021-01-01,"Halifax (CMA), N.S.",20 to 24 years,Men+,2021 Counts,other_religions_and_spiritual_traditions_24,180,2021,1
2021-01-01,"Halifax (CMA), N.S.",20 to 24 years,Men+,2021 Counts,no_religion_and_secular_perspectives_25,7965,2021,1
2021-01-01,"Halifax (CMA), N.S.",20 to 24 years,Women+,2021 Counts,total_religion_1,16150,2021,1
2021-01-01,"Halifax (CMA), N.S.",20 to 24 years,Women+,2021 Counts,buddhist_2,95,2021,1
2021-01-01,"Halifax (CMA), N.S.",20 to 24 years,Women+,2021 Counts,christian_3,5970,2021,1
2021-01-01,"Halifax (CMA), N.S.",20 to 24 years,Women+,2021 Counts,christian_n_o_s_4,895,2021,1
2021-01-01,"Halifax (CMA), N.S.",20 to 24 years,Women+,2021 Counts,anabaptist_5,0,2021,1
2021-01-01,"Halifax (CMA), N.S.",20 to 24 years,Women+,2021 Counts,anglican_6,805,2021,1
2021-01-01,"Halifax (CMA), N.S.",20 to 24 years,Women+,2021 Counts,baptist_7,370,2021,1
2021-01-01,"Halifax (CMA), N.S.",20 to 24 years,Women+,2021 Counts,catholic_8,2715,2021,1
2021-01-01,"Halifax (CMA), N.S.",20 to 24 years,Women+,2021 Counts,christian_orthodox_9,130,2021,1
2021-01-01,"Halifax (CMA), N.S.",20 to 24 years,Women+,2021 Counts,jehovahs_witness_10,35,2021,1
2021-01-01,"Halifax (CMA), N.S.",20 to 24 years,Women+,2021 Counts,latter_day_saints_11,30,2021,1
2021-01-01,"Halifax (CMA), N.S.",20 to 24 years,Women+,2021 Counts,lutheran_12,25,2021,1
2021-01-01,"Halifax (CMA), N.S.",20 to 24 years,Women+,2021 Counts,methodist_and_wesleyan_holiness_13,25,2021,1
2021-01-01,"Halifax (CMA), N.S.",20 to 24 years,Women+,2021 Counts,pentecostal_and_other_charismatic_14,110,2021,1
2021-01-01,"Halifax (CMA), N.S.",20 to 24 years,Women+,2021 Counts,presbyterian_15,50,2021,1
2021-01-01,"Halifax (CMA), N.S.",20 to 24 years,Women+,2021 Counts,reformed_16,0,2021,1
2021-01-01,"Halifax (CMA), N.S.",20 to 24 years,Women+,2021 Counts,united_church_17,580,2021,1
2021-01-01,"Halifax (CMA), N.S.",20 to 24 years,Women+,2021 Counts,other_christian_and_christian_related_traditions_18,185,2021,1
2021-01-01,"Halifax (CMA), N.S.",20 to 24 years,Women+,2021 Counts,hindu_19,470,2021,1
2021-01-01,"Halifax (CMA), N.S.",20 to 24 years,Women+,2021 Counts,jewish_20,70,2021,1
2021-01-01,"Halifax (CMA), N.S.",20 to 24 years,Women+,2021 Counts,muslim_21,605,2021,1
2021-01-01,"Halifax (CMA), N.S.",20 to 24 years,Women+,2021 Counts,sikh_22,850,2021,1
2021-01-01,"Halifax (CMA), N.S.",20 to 24 years,Women+,2021 Counts,traditional_north_american_indigenous_spirituality_23,0,2021,1
2021-01-01,"Halifax (CMA), N.S.",20 to 24 years,Women+,2021 Counts,other_religions_and_spiritual_traditions_24,160,2021,1
2021-01-01,"Halifax (CMA), N.S.",20 to 24 years,Women+,2021 Counts,no_religion_and_secular_perspectives_25,7915,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Total - Gender,2021 Counts,total_religion_1,70610,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Total - Gender,2021 Counts,buddhist_2,340,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Total - Gender,2021 Counts,christian_3,22845,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Total - Gender,2021 Counts,christian_n_o_s_4,3950,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Total - Gender,2021 Counts,anabaptist_5,20,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Total - Gender,2021 Counts,anglican_6,2345,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Total - Gender,2021 Counts,baptist_7,1400,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Total - Gender,2021 Counts,catholic_8,10925,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Total - Gender,2021 Counts,christian_orthodox_9,490,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Total - Gender,2021 Counts,jehovahs_witness_10,115,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Total - Gender,2021 Counts,latter_day_saints_11,75,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Total - Gender,2021 Counts,lutheran_12,115,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Total - Gender,2021 Counts,methodist_and_wesleyan_holiness_13,150,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Total - Gender,2021 Counts,pentecostal_and_other_charismatic_14,430,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Total - Gender,2021 Counts,presbyterian_15,375,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Total - Gender,2021 Counts,reformed_16,25,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Total - Gender,2021 Counts,united_church_17,1685,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Total - Gender,2021 Counts,other_christian_and_christian_related_traditions_18,750,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Total - Gender,2021 Counts,hindu_19,2255,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Total - Gender,2021 Counts,jewish_20,210,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Total - Gender,2021 Counts,muslim_21,2440,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Total - Gender,2021 Counts,sikh_22,1060,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Total - Gender,2021 Counts,traditional_north_american_indigenous_spirituality_23,55,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Total - Gender,2021 Counts,other_religions_and_spiritual_traditions_24,995,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Total - Gender,2021 Counts,no_religion_and_secular_perspectives_25,40420,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Men+,2021 Counts,total_religion_1,35000,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Men+,2021 Counts,buddhist_2,165,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Men+,2021 Counts,christian_3,10605,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Men+,2021 Counts,christian_n_o_s_4,1765,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Men+,2021 Counts,anabaptist_5,10,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Men+,2021 Counts,anglican_6,1100,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Men+,2021 Counts,baptist_7,675,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Men+,2021 Counts,catholic_8,5110,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Men+,2021 Counts,christian_orthodox_9,230,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Men+,2021 Counts,jehovahs_witness_10,65,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Men+,2021 Counts,latter_day_saints_11,45,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Men+,2021 Counts,lutheran_12,50,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Men+,2021 Counts,methodist_and_wesleyan_holiness_13,65,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Men+,2021 Counts,pentecostal_and_other_charismatic_14,165,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Men+,2021 Counts,presbyterian_15,160,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Men+,2021 Counts,reformed_16,10,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Men+,2021 Counts,united_church_17,775,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Men+,2021 Counts,other_christian_and_christian_related_traditions_18,375,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Men+,2021 Counts,hindu_19,1315,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Men+,2021 Counts,jewish_20,110,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Men+,2021 Counts,muslim_21,1300,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Men+,2021 Counts,sikh_22,585,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Men+,2021 Counts,traditional_north_american_indigenous_spirituality_23,20,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Men+,2021 Counts,other_religions_and_spiritual_traditions_24,440,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Men+,2021 Counts,no_religion_and_secular_perspectives_25,20475,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Women+,2021 Counts,total_religion_1,35610,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Women+,2021 Counts,buddhist_2,175,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Women+,2021 Counts,christian_3,12235,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Women+,2021 Counts,christian_n_o_s_4,2180,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Women+,2021 Counts,anabaptist_5,10,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Women+,2021 Counts,anglican_6,1245,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Women+,2021 Counts,baptist_7,720,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Women+,2021 Counts,catholic_8,5815,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Women+,2021 Counts,christian_orthodox_9,260,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Women+,2021 Counts,jehovahs_witness_10,50,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Women+,2021 Counts,latter_day_saints_11,30,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Women+,2021 Counts,lutheran_12,65,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Women+,2021 Counts,methodist_and_wesleyan_holiness_13,85,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Women+,2021 Counts,pentecostal_and_other_charismatic_14,265,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Women+,2021 Counts,presbyterian_15,215,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Women+,2021 Counts,reformed_16,15,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Women+,2021 Counts,united_church_17,915,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Women+,2021 Counts,other_christian_and_christian_related_traditions_18,370,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Women+,2021 Counts,hindu_19,940,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Women+,2021 Counts,jewish_20,100,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Women+,2021 Counts,muslim_21,1140,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Women+,2021 Counts,sikh_22,480,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Women+,2021 Counts,traditional_north_american_indigenous_spirituality_23,35,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Women+,2021 Counts,other_religions_and_spiritual_traditions_24,555,2021,1
2021-01-01,"Halifax (CMA), N.S.",25 to 34 years,Women+,2021 Counts,no_religion_and_secular_perspectives_25,19950,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Total - Gender,2021 Counts,total_religion_1,62045,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Total - Gender,2021 Counts,buddhist_2,410,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Total - Gender,2021 Counts,christian_3,27725,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Total - Gender,2021 Counts,christian_n_o_s_4,3910,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Total - Gender,2021 Counts,anabaptist_5,45,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Total - Gender,2021 Counts,anglican_6,3480,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Total - Gender,2021 Counts,baptist_7,1635,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Total - Gender,2021 Counts,catholic_8,13010,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Total - Gender,2021 Counts,christian_orthodox_9,560,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Total - Gender,2021 Counts,jehovahs_witness_10,245,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Total - Gender,2021 Counts,latter_day_saints_11,90,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Total - Gender,2021 Counts,lutheran_12,140,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Total - Gender,2021 Counts,methodist_and_wesleyan_holiness_13,280,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Total - Gender,2021 Counts,pentecostal_and_other_charismatic_14,590,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Total - Gender,2021 Counts,presbyterian_15,360,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Total - Gender,2021 Counts,reformed_16,25,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Total - Gender,2021 Counts,united_church_17,2570,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Total - Gender,2021 Counts,other_christian_and_christian_related_traditions_18,780,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Total - Gender,2021 Counts,hindu_19,1265,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Total - Gender,2021 Counts,jewish_20,280,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Total - Gender,2021 Counts,muslim_21,2055,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Total - Gender,2021 Counts,sikh_22,250,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Total - Gender,2021 Counts,traditional_north_american_indigenous_spirituality_23,65,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Total - Gender,2021 Counts,other_religions_and_spiritual_traditions_24,585,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Total - Gender,2021 Counts,no_religion_and_secular_perspectives_25,29420,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Men+,2021 Counts,total_religion_1,30040,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Men+,2021 Counts,buddhist_2,175,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Men+,2021 Counts,christian_3,12260,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Men+,2021 Counts,christian_n_o_s_4,1810,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Men+,2021 Counts,anabaptist_5,25,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Men+,2021 Counts,anglican_6,1455,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Men+,2021 Counts,baptist_7,690,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Men+,2021 Counts,catholic_8,5920,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Men+,2021 Counts,christian_orthodox_9,315,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Men+,2021 Counts,jehovahs_witness_10,95,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Men+,2021 Counts,latter_day_saints_11,35,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Men+,2021 Counts,lutheran_12,50,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Men+,2021 Counts,methodist_and_wesleyan_holiness_13,115,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Men+,2021 Counts,pentecostal_and_other_charismatic_14,255,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Men+,2021 Counts,presbyterian_15,130,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Men+,2021 Counts,reformed_16,15,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Men+,2021 Counts,united_church_17,1025,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Men+,2021 Counts,other_christian_and_christian_related_traditions_18,325,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Men+,2021 Counts,hindu_19,735,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Men+,2021 Counts,jewish_20,115,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Men+,2021 Counts,muslim_21,1130,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Men+,2021 Counts,sikh_22,155,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Men+,2021 Counts,traditional_north_american_indigenous_spirituality_23,15,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Men+,2021 Counts,other_religions_and_spiritual_traditions_24,210,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Men+,2021 Counts,no_religion_and_secular_perspectives_25,15245,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Women+,2021 Counts,total_religion_1,32005,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Women+,2021 Counts,buddhist_2,230,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Women+,2021 Counts,christian_3,15465,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Women+,2021 Counts,christian_n_o_s_4,2100,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Women+,2021 Counts,anabaptist_5,30,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Women+,2021 Counts,anglican_6,2025,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Women+,2021 Counts,baptist_7,940,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Women+,2021 Counts,catholic_8,7095,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Women+,2021 Counts,christian_orthodox_9,250,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Women+,2021 Counts,jehovahs_witness_10,150,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Women+,2021 Counts,latter_day_saints_11,50,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Women+,2021 Counts,lutheran_12,85,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Women+,2021 Counts,methodist_and_wesleyan_holiness_13,160,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Women+,2021 Counts,pentecostal_and_other_charismatic_14,335,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Women+,2021 Counts,presbyterian_15,230,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Women+,2021 Counts,reformed_16,15,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Women+,2021 Counts,united_church_17,1540,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Women+,2021 Counts,other_christian_and_christian_related_traditions_18,450,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Women+,2021 Counts,hindu_19,525,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Women+,2021 Counts,jewish_20,160,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Women+,2021 Counts,muslim_21,925,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Women+,2021 Counts,sikh_22,95,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Women+,2021 Counts,traditional_north_american_indigenous_spirituality_23,50,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Women+,2021 Counts,other_religions_and_spiritual_traditions_24,375,2021,1
2021-01-01,"Halifax (CMA), N.S.",35 to 44 years,Women+,2021 Counts,no_religion_and_secular_perspectives_25,14175,2021,1
2021-01-01,"Halifax (CMA), N.S.",45 to 54 years,Total - Gender,2021 Counts,total_religion_1,59260,2021,1
2021-01-01,"Halifax (CMA), N.S.",45 to 54 years,Total - Gender,2021 Counts,buddhist_2,305,2021,1
2021-01-01,"Halifax (CMA), N.S.",45 to 54 years,Total - Gender,2021 Counts,christian_3,35495,2021,1
2021-01-01,"Halifax (CMA), N.S.",45 to 54 years,Total - Gender,2021 Counts,christian_n_o_s_4,3130,2021,1
2021-01-01,"Halifax (CMA), N.S.",45 to 54 years,Total - Gender,2021 Counts,anabaptist_5,35,2021,1
2021-01-01,"Halifax (CMA), N.S.",45 to 54 years,Total - Gender,2021 Counts,anglican_6,5945,2021,1
2021-01-01,"Halifax (CMA), N.S.",45 to 54 years,Total - Gender,2021 Counts,baptist_7,2375,2021,1
2021-01-01,"Halifax (CMA), N.S.",45 to 54 years,Total - Gender,2021 Counts,catholic_8,15750,2021,1
2021-01-01,"Halifax (CMA), N.S.",45 to 54 years,Total - Gender,2021 Counts,christian_orthodox_9,675,2021,1
2021-01-01,"Halifax (CMA), N.S.",45 to 54 years,Total - Gender,2021 Counts,jehovahs_witness_10,225,2021,1
2021-01-01,"Halifax (CMA), N.S.",45 to 54 years,Total - Gender,2021 Counts,latter_day_saints_11,70,2021,1
2021-01-01,"Halifax (CMA), N.S.",45 to 54 years,Total - Gender,2021 Counts,lutheran_12,205,2021,1
2021-01-01,"Halifax (CMA), N.S.",45 to 54 years,Total - Gender,2021 Counts,methodist_and_wesleyan_holiness_13,410,2021,1
2021-01-01,"Halifax (CMA), N.S.",45 to 54 years,Total - Gender,2021 Counts,pentecostal_and_other_charismatic_14,470,2021,1
2021-01-01,"Halifax (CMA), N.S.",45 to 54 years,Total - Gender,2021 Counts,presbyterian_15,595,2021,1
2021-01-01,"Halifax (CMA), N.S.",45 to 54 years,Total - Gender,2021 Counts,reformed_16,40,2021,1
2021-01-01,"Halifax (CMA), N.S.",45 to 54 years,Total - Gender,2021 Counts,united_church_17,4365,2021,1
2021-01-01,"Halifax (CMA), N.S.",45 to 54 years,Total - Gender,2021 Counts,other_christian_and_christian_related_traditions_18,1205,2021,1
2021-01-01,"Halifax (CMA), N.S.",45 to 54 years,Total - Gender,2021 Counts,hindu_19,255,2021,1
2021-01-01,"Halifax (CMA), N.S.",45 to 54 years,Total - Gender,2021 Counts,jewish_20,215,2021,1
2021-01-01,"Halifax (CMA), N.S.",45 to 54 years,Total - Gender,2021 Counts,muslim_21,1280,2021,1
2021-01-01,"Halifax (CMA), N.S.",45 to 54 years,Total - Gender,2021 Counts,sikh_22,75,2021,1
2021-01-01,"Halifax (CMA), N.S.",45 to 54 years,Total - Gender,2021 Counts,traditional_north_american_indigenous_spirituality_23,45,2021,1
2021-01-01,"Halifax (CMA), N.S.",45 to 54 years,Total - Gender,2021 Counts,other_religions_and_spiritual_traditions_24,440,2021,1
2021-01-01,"Halifax (CMA), N.S.",45 to 54 years,Total - Gender,2021 Counts,no_religion_and_secular_perspectives_25,21155,2021,1
2021-01-01,"Halifax (CMA), N.S.",45 to 54 years,Men+,2021 Counts,total_religion_1,28040,2021,1
2021-01-01,"Halifax (CMA), N.S.",45 to 54 years,Men+,2021 Counts,buddhist_2,120,2021,1
2021-01-01,"Halifax (CMA), N.S.",45 to 54 years,Men+,2021 Counts,christian_3,15515,2021,1
2021-01-01,"Halifax (CMA), N.S.",45 to 54 years,Men+,2021 Counts,christian_n_o_s_4,1495,2021,1
2021-01-01,"Halifax (CMA), N.S.",45 to 54 years,Men+,2021 Counts,anabaptist_5,10,2021,1
2021-01-01,"Halifax (CMA), N.S.",45 to 54 years,Men+,2021 Counts,anglican_6,2690,2021,1
2021-01-01,"Halifax (CMA), N.S.",45 to 54 years,Men+,2021 Counts,baptist_7,980,2021,1
2021-01-01,"Halifax (CMA), N.S.",45 to 54 years,Men+,2021 Counts,catholic_8,6990,2021,1
2021-01-01,"Halifax (CMA), N.S.",45 to 54 years,Men+,2021 Counts,christian_orthodox_9,315,2021,1
2021-01-01,"Halifax (CMA), N.S.",45 to 54 years,Men+,2021 Counts,jehovahs_witness_10,105,2021,1
2021-01-01,"Halifax (CMA), N.S.",45 to 54 years,Men+,2021 Counts,latter_day_saints_11,30,2021,1
