ref_date,geo,age,gender,statistics,religion_name,total_followers,year,month
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Total - Gender,2021 Counts,latter_day_saints_11,10,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Total - Gender,2021 Counts,lutheran_12,10,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Total - Gender,2021 Counts,methodist_and_wesleyan_holiness_13,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Total - Gender,2021 Counts,pentecostal_and_other_charismatic_14,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Total - Gender,2021 Counts,presbyterian_15,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Total - Gender,2021 Counts,reformed_16,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Total - Gender,2021 Counts,united_church_17,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Total - Gender,2021 Counts,other_christian_and_christian_related_traditions_18,10,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Total - Gender,2021 Counts,hindu_19,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Total - Gender,2021 Counts,jewish_20,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Total - Gender,2021 Counts,muslim_21,10,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Total - Gender,2021 Counts,sikh_22,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Total - Gender,2021 Counts,traditional_north_american_indigenous_spirituality_23,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Total - Gender,2021 Counts,other_religions_and_spiritual_traditions_24,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Total - Gender,2021 Counts,no_religion_and_secular_perspectives_25,235,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Men+,2021 Counts,total_religion_1,240,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Men+,2021 Counts,buddhist_2,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Men+,2021 Counts,christian_3,100,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Men+,2021 Counts,christian_n_o_s_4,25,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Men+,2021 Counts,anabaptist_5,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Men+,2021 Counts,anglican_6,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Men+,2021 Counts,baptist_7,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Men+,2021 Counts,catholic_8,50,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Men+,2021 Counts,christian_orthodox_9,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Men+,2021 Counts,jehovahs_witness_10,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Men+,2021 Counts,latter_day_saints_11,10,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Men+,2021 Counts,lutheran_12,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Men+,2021 Counts,methodist_and_wesleyan_holiness_13,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Men+,2021 Counts,pentecostal_and_other_charismatic_14,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Men+,2021 Counts,presbyterian_15,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Men+,2021 Counts,reformed_16,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Men+,2021 Counts,united_church_17,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Men+,2021 Counts,other_christian_and_christian_related_traditions_18,10,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Men+,2021 Counts,hindu_19,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Men+,2021 Counts,jewish_20,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Men+,2021 Counts,muslim_21,10,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Men+,2021 Counts,sikh_22,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Men+,2021 Counts,traditional_north_american_indigenous_spirituality_23,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Men+,2021 Counts,other_religions_and_spiritual_traditions_24,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Men+,2021 Counts,no_religion_and_secular_perspectives_25,125,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Women+,2021 Counts,total_religion_1,210,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Women+,2021 Counts,buddhist_2,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Women+,2021 Counts,christian_3,90,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Women+,2021 Counts,christian_n_o_s_4,10,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Women+,2021 Counts,anabaptist_5,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Women+,2021 Counts,anglican_6,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Women+,2021 Counts,baptist_7,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Women+,2021 Counts,catholic_8,65,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Women+,2021 Counts,christian_orthodox_9,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Women+,2021 Counts,jehovahs_witness_10,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Women+,2021 Counts,latter_day_saints_11,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Women+,2021 Counts,lutheran_12,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Women+,2021 Counts,methodist_and_wesleyan_holiness_13,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Women+,2021 Counts,pentecostal_and_other_charismatic_14,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Women+,2021 Counts,presbyterian_15,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Women+,2021 Counts,reformed_16,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Women+,2021 Counts,united_church_17,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Women+,2021 Counts,other_christian_and_christian_related_traditions_18,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Women+,2021 Counts,hindu_19,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Women+,2021 Counts,jewish_20,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Women+,2021 Counts,muslim_21,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Women+,2021 Counts,sikh_22,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Women+,2021 Counts,traditional_north_american_indigenous_spirituality_23,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Women+,2021 Counts,other_religions_and_spiritual_traditions_24,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",15 to 19 years,Women+,2021 Counts,no_religion_and_secular_perspectives_25,110,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Total - Gender,2021 Counts,total_religion_1,280,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Total - Gender,2021 Counts,buddhist_2,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Total - Gender,2021 Counts,christian_3,125,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Total - Gender,2021 Counts,christian_n_o_s_4,25,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Total - Gender,2021 Counts,anabaptist_5,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Total - Gender,2021 Counts,anglican_6,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Total - Gender,2021 Counts,baptist_7,10,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Total - Gender,2021 Counts,catholic_8,70,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Total - Gender,2021 Counts,christian_orthodox_9,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Total - Gender,2021 Counts,jehovahs_witness_10,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Total - Gender,2021 Counts,latter_day_saints_11,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Total - Gender,2021 Counts,lutheran_12,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Total - Gender,2021 Counts,methodist_and_wesleyan_holiness_13,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Total - Gender,2021 Counts,pentecostal_and_other_charismatic_14,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Total - Gender,2021 Counts,presbyterian_15,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Total - Gender,2021 Counts,reformed_16,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Total - Gender,2021 Counts,united_church_17,10,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Total - Gender,2021 Counts,other_christian_and_christian_related_traditions_18,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Total - Gender,2021 Counts,hindu_19,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Total - Gender,2021 Counts,jewish_20,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Total - Gender,2021 Counts,muslim_21,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Total - Gender,2021 Counts,sikh_22,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Total - Gender,2021 Counts,traditional_north_american_indigenous_spirituality_23,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Total - Gender,2021 Counts,other_religions_and_spiritual_traditions_24,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Total - Gender,2021 Counts,no_religion_and_secular_perspectives_25,155,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Men+,2021 Counts,total_religion_1,160,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Men+,2021 Counts,buddhist_2,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Men+,2021 Counts,christian_3,65,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Men+,2021 Counts,christian_n_o_s_4,10,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Men+,2021 Counts,anabaptist_5,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Men+,2021 Counts,anglican_6,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Men+,2021 Counts,baptist_7,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Men+,2021 Counts,catholic_8,40,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Men+,2021 Counts,christian_orthodox_9,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Men+,2021 Counts,jehovahs_witness_10,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Men+,2021 Counts,latter_day_saints_11,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Men+,2021 Counts,lutheran_12,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Men+,2021 Counts,methodist_and_wesleyan_holiness_13,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Men+,2021 Counts,pentecostal_and_other_charismatic_14,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Men+,2021 Counts,presbyterian_15,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Men+,2021 Counts,reformed_16,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Men+,2021 Counts,united_church_17,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Men+,2021 Counts,other_christian_and_christian_related_traditions_18,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Men+,2021 Counts,hindu_19,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Men+,2021 Counts,jewish_20,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Men+,2021 Counts,muslim_21,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Men+,2021 Counts,sikh_22,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Men+,2021 Counts,traditional_north_american_indigenous_spirituality_23,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Men+,2021 Counts,other_religions_and_spiritual_traditions_24,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Men+,2021 Counts,no_religion_and_secular_perspectives_25,90,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Women+,2021 Counts,total_religion_1,125,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Women+,2021 Counts,buddhist_2,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Women+,2021 Counts,christian_3,60,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Women+,2021 Counts,christian_n_o_s_4,15,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Women+,2021 Counts,anabaptist_5,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Women+,2021 Counts,anglican_6,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Women+,2021 Counts,baptist_7,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Women+,2021 Counts,catholic_8,30,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Women+,2021 Counts,christian_orthodox_9,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Women+,2021 Counts,jehovahs_witness_10,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Women+,2021 Counts,latter_day_saints_11,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Women+,2021 Counts,lutheran_12,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Women+,2021 Counts,methodist_and_wesleyan_holiness_13,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Women+,2021 Counts,pentecostal_and_other_charismatic_14,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Women+,2021 Counts,presbyterian_15,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Women+,2021 Counts,reformed_16,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Women+,2021 Counts,united_church_17,10,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Women+,2021 Counts,other_christian_and_christian_related_traditions_18,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Women+,2021 Counts,hindu_19,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Women+,2021 Counts,jewish_20,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Women+,2021 Counts,muslim_21,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Women+,2021 Counts,sikh_22,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Women+,2021 Counts,traditional_north_american_indigenous_spirituality_23,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Women+,2021 Counts,other_religions_and_spiritual_traditions_24,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",20 to 24 years,Women+,2021 Counts,no_religion_and_secular_perspectives_25,60,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Total - Gender,2021 Counts,total_religion_1,875,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Total - Gender,2021 Counts,buddhist_2,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Total - Gender,2021 Counts,christian_3,315,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Total - Gender,2021 Counts,christian_n_o_s_4,50,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Total - Gender,2021 Counts,anabaptist_5,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Total - Gender,2021 Counts,anglican_6,10,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Total - Gender,2021 Counts,baptist_7,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Total - Gender,2021 Counts,catholic_8,195,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Total - Gender,2021 Counts,christian_orthodox_9,10,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Total - Gender,2021 Counts,jehovahs_witness_10,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Total - Gender,2021 Counts,latter_day_saints_11,10,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Total - Gender,2021 Counts,lutheran_12,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Total - Gender,2021 Counts,methodist_and_wesleyan_holiness_13,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Total - Gender,2021 Counts,pentecostal_and_other_charismatic_14,15,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Total - Gender,2021 Counts,presbyterian_15,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Total - Gender,2021 Counts,reformed_16,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Total - Gender,2021 Counts,united_church_17,15,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Total - Gender,2021 Counts,other_christian_and_christian_related_traditions_18,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Total - Gender,2021 Counts,hindu_19,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Total - Gender,2021 Counts,jewish_20,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Total - Gender,2021 Counts,muslim_21,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Total - Gender,2021 Counts,sikh_22,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Total - Gender,2021 Counts,traditional_north_american_indigenous_spirituality_23,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Total - Gender,2021 Counts,other_religions_and_spiritual_traditions_24,20,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Total - Gender,2021 Counts,no_religion_and_secular_perspectives_25,530,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Men+,2021 Counts,total_religion_1,435,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Men+,2021 Counts,buddhist_2,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Men+,2021 Counts,christian_3,140,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Men+,2021 Counts,christian_n_o_s_4,25,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Men+,2021 Counts,anabaptist_5,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Men+,2021 Counts,anglican_6,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Men+,2021 Counts,baptist_7,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Men+,2021 Counts,catholic_8,90,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Men+,2021 Counts,christian_orthodox_9,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Men+,2021 Counts,jehovahs_witness_10,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Men+,2021 Counts,latter_day_saints_11,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Men+,2021 Counts,lutheran_12,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Men+,2021 Counts,methodist_and_wesleyan_holiness_13,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Men+,2021 Counts,pentecostal_and_other_charismatic_14,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Men+,2021 Counts,presbyterian_15,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Men+,2021 Counts,reformed_16,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Men+,2021 Counts,united_church_17,15,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Men+,2021 Counts,other_christian_and_christian_related_traditions_18,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Men+,2021 Counts,hindu_19,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Men+,2021 Counts,jewish_20,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Men+,2021 Counts,muslim_21,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Men+,2021 Counts,sikh_22,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Men+,2021 Counts,traditional_north_american_indigenous_spirituality_23,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Men+,2021 Counts,other_religions_and_spiritual_traditions_24,10,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Men+,2021 Counts,no_religion_and_secular_perspectives_25,285,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Women+,2021 Counts,total_religion_1,435,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Women+,2021 Counts,buddhist_2,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Women+,2021 Counts,christian_3,170,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Women+,2021 Counts,christian_n_o_s_4,35,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Women+,2021 Counts,anabaptist_5,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Women+,2021 Counts,anglican_6,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Women+,2021 Counts,baptist_7,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Women+,2021 Counts,catholic_8,110,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Women+,2021 Counts,christian_orthodox_9,10,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Women+,2021 Counts,jehovahs_witness_10,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Women+,2021 Counts,latter_day_saints_11,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Women+,2021 Counts,lutheran_12,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Women+,2021 Counts,methodist_and_wesleyan_holiness_13,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Women+,2021 Counts,pentecostal_and_other_charismatic_14,10,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Women+,2021 Counts,presbyterian_15,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Women+,2021 Counts,reformed_16,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Women+,2021 Counts,united_church_17,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Women+,2021 Counts,other_christian_and_christian_related_traditions_18,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Women+,2021 Counts,hindu_19,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Women+,2021 Counts,jewish_20,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Women+,2021 Counts,muslim_21,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Women+,2021 Counts,sikh_22,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Women+,2021 Counts,traditional_north_american_indigenous_spirituality_23,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Women+,2021 Counts,other_religions_and_spiritual_traditions_24,10,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",25 to 34 years,Women+,2021 Counts,no_religion_and_secular_perspectives_25,240,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",35 to 44 years,Total - Gender,2021 Counts,total_religion_1,930,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",35 to 44 years,Total - Gender,2021 Counts,buddhist_2,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",35 to 44 years,Total - Gender,2021 Counts,christian_3,400,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",35 to 44 years,Total - Gender,2021 Counts,christian_n_o_s_4,70,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",35 to 44 years,Total - Gender,2021 Counts,anabaptist_5,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",35 to 44 years,Total - Gender,2021 Counts,anglican_6,20,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",35 to 44 years,Total - Gender,2021 Counts,baptist_7,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",35 to 44 years,Total - Gender,2021 Counts,catholic_8,235,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",35 to 44 years,Total - Gender,2021 Counts,christian_orthodox_9,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",35 to 44 years,Total - Gender,2021 Counts,jehovahs_witness_10,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",35 to 44 years,Total - Gender,2021 Counts,latter_day_saints_11,10,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",35 to 44 years,Total - Gender,2021 Counts,lutheran_12,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",35 to 44 years,Total - Gender,2021 Counts,methodist_and_wesleyan_holiness_13,0,2021,1
2021-01-01,"Elliot Lake (CA), Ont.",35 to 44 years,Total - Gender,2021 Counts,pentecostal_and_other_charismatic_14,15,2021,1
